"","constructor_Results_ID","race_ID","constructor_ID","driver_ID","points","number","position","position_Text","status_ID"
"24611",24611,1018,153,808,0,27,12,"12",11
"24612",24612,1018,153,813,0,3,11,"11",11
"24613",24613,1018,191,847,8,23,6,"6",1
"24614",24614,1018,191,831,18,33,2,"2",1
"24615",24615,1018,195,825,2,26,9,"9",11
"24616",24616,1018,195,839,0,10,18,"18",12
"24617",24617,1018,207,824,0,20,14,"14",11
"24618",24618,1018,207,806,0,8,15,"15",11
"24619",24619,1018,208,816,6,11,7,"7",11
"24620",24620,1018,208,842,0,18,20,"R",23
"24621",24621,1019,1,840,2,99,9,"9",1
"24622",24622,1019,1,762,0,7,14,"R",36
"24623",24623,1019,7,799,1,5,10,"10",1
"24624",24624,1019,7,844,18,16,2,"2",1
"24625",24625,1019,48,800,12,44,4,"4",1
"24626",24626,1019,48,819,25,77,1,"1",1
"24627",24627,1019,117,830,10,55,5,"5",1
"24628",24628,1019,117,845,16,4,3,"3",1
"24629",24629,1019,143,846,0,63,15,"R",32
"24630",24630,1019,143,850,0,6,11,"11",1
"24631",24631,1019,153,837,4,31,8,"8",1
"24632",24632,1019,153,813,0,3,19,"R",25
"24633",24633,1019,191,831,0,33,20,"R",40
"24634",24634,1019,191,847,0,23,13,"13",40
"24635",24635,1019,207,806,0,8,16,"R",23
"24636",24636,1019,207,824,0,20,17,"R",23
"24637",24637,1019,208,816,8,11,6,"6",1
"24638",24638,1019,208,842,0,18,18,"R",5
"24639",24639,1019,209,839,6,10,7,"7",1
"24640",24640,1019,209,825,0,26,12,"12",22
"24641",24641,1020,1,840,0,99,14,"14",11
"24642",24642,1020,1,762,0,7,11,"11",11
"24643",24643,1020,7,799,0,5,20,"R",128
"24644",24644,1020,7,844,0,16,19,"R",128
"24645",24645,1020,48,800,25,44,1,"1",1
"24646",24646,1020,48,819,18,77,2,"2",1
"24647",24647,1020,117,830,3,55,9,"9",11
"24648",24648,1020,117,845,10,4,5,"5",1
"24649",24649,1020,143,850,0,6,17,"17",12
"24650",24650,1020,143,846,0,63,16,"16",12
"24651",24651,1020,153,813,4,3,8,"8",1
"24652",24652,1020,153,837,0,31,18,"R",25
"24653",24653,1020,191,847,12,23,4,"4",1
"24654",24654,1020,191,831,15,33,3,"3",1
"24655",24655,1020,207,824,0,20,12,"12",11
"24656",24656,1020,207,806,0,8,13,"13",11
"24657",24657,1020,208,816,8,11,6,"6",1
"24658",24658,1020,208,842,6,18,7,"7",1
"24659",24659,1020,209,825,1,26,10,"10",11
"24660",24660,1020,209,839,0,10,15,"15",11
"24661",24661,1021,1,762,0,7,15,"15",11
"24662",24662,1021,1,840,0,99,17,"17",11
"24663",24663,1021,7,844,0,16,11,"11",11
"24664",24664,1021,7,799,8,5,6,"6",11
"24665",24665,1021,48,800,26,44,1,"1",1
"24666",24666,1021,48,819,15,77,3,"3",1
"24667",24667,1021,117,845,0,4,13,"13",11
"24668",24668,1021,117,830,2,55,9,"9",11
"24669",24669,1021,143,850,0,6,19,"19",15
"24670",24670,1021,143,846,0,63,18,"18",11
"24671",24671,1021,153,837,0,31,14,"14",11
"24672",24672,1021,153,813,4,3,8,"8",11
"24673",24673,1021,191,831,18,33,2,"2",1
"24674",24674,1021,191,847,10,23,5,"5",1
"24675",24675,1021,207,806,0,8,16,"16",11
"24676",24676,1021,207,824,1,20,10,"10",11
"24677",24677,1021,208,816,6,11,7,"7",11
"24678",24678,1021,208,842,12,18,4,"4",1
"24679",24679,1021,209,839,0,10,20,"R",5
"24680",24680,1021,209,825,0,26,12,"12",11
"24681",24681,1022,1,840,0,99,14,"14",1
"24682",24682,1022,1,762,0,7,17,"17",11
"24683",24683,1022,7,844,15,16,3,"3",1
"24684",24684,1022,7,799,1,5,10,"10",1
"24685",24685,1022,48,819,0,77,11,"11",1
"24686",24686,1022,48,800,25,44,1,"1",1
"24687",24687,1022,117,830,0,55,13,"13",1
"24688",24688,1022,117,845,10,4,5,"5",1
"24689",24689,1022,143,846,0,63,12,"12",1
"24690",24690,1022,143,850,0,6,15,"15",1
"24691",24691,1022,153,813,12,3,4,"4",1
"24692",24692,1022,153,837,8,31,6,"6",1
"24693",24693,1022,191,847,4,23,8,"8",1
"24694",24694,1022,191,831,19,33,2,"2",1
"24695",24695,1022,207,806,0,8,16,"16",1
"24696",24696,1022,207,824,0,20,19,"R",4
"24697",24697,1022,208,808,0,27,20,"W",129
"24698",24698,1022,208,842,2,18,9,"9",1
"24699",24699,1022,209,825,0,26,18,"R",3
"24700",24700,1022,209,839,6,10,7,"7",1
"24701",24701,1023,1,840,0,99,17,"17",11
"24702",24702,1023,1,762,0,7,15,"15",11
"24703",24703,1023,7,844,12,16,4,"4",1
"24704",24704,1023,7,799,0,5,12,"12",1
"24705",24705,1023,48,800,19,44,2,"2",1
"24706",24706,1023,48,819,15,77,3,"3",1
"24707",24707,1023,117,830,0,55,13,"13",1
"24708",24708,1023,117,845,2,4,9,"9",1
"24709",24709,1023,143,850,0,6,19,"19",11
"24710",24710,1023,143,846,0,63,18,"18",11
"24711",24711,1023,153,813,0,3,14,"14",11
"24712",24712,1023,153,837,4,31,8,"8",1
"24713",24713,1023,191,847,10,23,5,"5",1
"24714",24714,1023,191,831,25,33,1,"1",1
"24715",24715,1023,207,806,0,8,16,"16",11
"24716",24716,1023,207,824,0,20,20,"R",31
"24717",24717,1023,208,808,6,27,7,"7",1
"24718",24718,1023,208,842,8,18,6,"6",1
"24719",24719,1023,209,839,0,10,11,"11",1
"24720",24720,1023,209,825,1,26,10,"10",1
"24721",24721,1024,1,762,0,7,14,"14",11
"24722",24722,1024,1,840,0,99,16,"16",11
"24723",24723,1024,7,844,0,16,20,"R",40
"24724",24724,1024,7,799,6,5,7,"7",11
"24725",24725,1024,48,800,25,44,1,"1",1
"24726",24726,1024,48,819,16,77,3,"3",1
"24727",24727,1024,117,830,8,55,6,"6",11
"24728",24728,1024,117,845,1,4,10,"10",11
"24729",24729,1024,143,846,0,63,17,"17",11
"24730",24730,1024,143,850,0,6,18,"18",12
"24731",24731,1024,153,813,0,3,11,"11",11
"24732",24732,1024,153,837,0,31,13,"13",11
"24733",24733,1024,191,847,4,23,8,"8",11
"24734",24734,1024,191,831,18,33,2,"2",1
"24735",24735,1024,207,806,0,8,19,"19",12
"24736",24736,1024,207,824,0,20,15,"15",11
"24737",24737,1024,208,816,10,11,5,"5",11
"24738",24738,1024,208,842,12,18,4,"4",11
"24739",24739,1024,209,839,2,10,9,"9",11
"24740",24740,1024,209,825,0,26,12,"12",11
"24741",24741,1025,1,840,0,99,18,"R",3
"24742",24742,1025,1,762,0,7,12,"12",1
"24743",24743,1025,7,799,0,5,13,"13",1
"24744",24744,1025,7,844,0,16,14,"14",1
"24745",24745,1025,48,819,18,77,2,"2",1
"24746",24746,1025,48,800,25,44,1,"1",1
"24747",24747,1025,117,845,6,4,7,"7",1
"24748",24748,1025,117,830,0,55,20,"W",43
"24749",24749,1025,143,846,0,63,19,"R",134
"24750",24750,1025,143,850,0,6,16,"16",1
"24751",24751,1025,153,813,13,3,4,"4",1
"24752",24752,1025,153,837,10,31,5,"5",1
"24753",24753,1025,191,831,15,33,3,"3",1
"24754",24754,1025,191,847,8,23,6,"6",1
"24755",24755,1025,207,824,0,20,17,"17",1
"24756",24756,1025,207,806,0,8,15,"15",1
"24757",24757,1025,208,842,2,18,9,"9",1
"24758",24758,1025,208,816,1,11,10,"10",1
"24759",24759,1025,209,825,0,26,11,"11",1
"24760",24760,1025,209,839,4,10,8,"8",1
"24761",24761,1026,1,762,0,7,13,"13",1
"24762",24762,1026,1,840,0,99,16,"16",1
"24763",24763,1026,7,844,0,16,18,"R",3
"24764",24764,1026,7,799,0,5,20,"R",23
"24765",24765,1026,48,800,7,44,7,"7",1
"24766",24766,1026,48,819,10,77,5,"5",1
"24767",24767,1026,117,845,12,4,4,"4",1
"24768",24768,1026,117,830,18,55,2,"2",1
"24769",24769,1026,143,846,0,63,14,"14",1
"24770",24770,1026,143,850,0,6,11,"11",1
"24771",24771,1026,153,813,8,3,6,"6",1
"24772",24772,1026,153,837,4,31,8,"8",1
"24773",24773,1026,191,847,0,23,15,"15",1
"24774",24774,1026,191,831,0,33,17,"R",129
"24775",24775,1026,207,824,0,20,19,"R",129
"24776",24776,1026,207,806,0,8,12,"12",1
"24777",24777,1026,208,842,15,18,3,"3",1
"24778",24778,1026,208,816,1,11,10,"10",1
"24779",24779,1026,209,825,2,26,9,"9",1
"24780",24780,1026,209,839,25,10,1,"1",1
"24781",24781,1027,1,762,2,7,9,"9",1
"24782",24782,1027,1,840,0,99,17,"R",4
"24783",24783,1027,7,799,1,5,10,"10",1
"24784",24784,1027,7,844,4,16,8,"8",1
"24785",24785,1027,48,800,26,44,1,"1",1
"24786",24786,1027,48,819,18,77,2,"2",1
"24787",24787,1027,117,845,8,4,6,"6",1
"24788",24788,1027,117,830,0,55,18,"R",4
"24789",24789,1027,143,850,0,6,15,"R",4
"24790",24790,1027,143,846,0,63,11,"11",1
"24791",24791,1027,153,837,0,31,14,"R",23
"24792",24792,1027,153,813,12,3,4,"4",1
"24793",24793,1027,191,847,15,23,3,"3",1
"24794",24794,1027,191,831,0,33,19,"R",4
"24795",24795,1027,207,824,0,20,16,"R",4
"24796",24796,1027,207,806,0,8,12,"12",1
"24797",24797,1027,208,816,10,11,5,"5",1
"24798",24798,1027,208,842,0,18,13,"R",29
"24799",24799,1027,209,839,0,10,20,"R",4
"24800",24800,1027,209,825,6,26,7,"7",1
"24801",24801,1028,1,762,0,7,14,"14",11
"24802",24802,1028,1,840,0,99,11,"11",11
"24803",24803,1028,7,799,0,5,13,"13",11
"24804",24804,1028,7,844,8,16,6,"6",1
"24805",24805,1028,48,819,26,77,1,"1",1
"24806",24806,1028,48,800,15,44,3,"3",1
"24807",24807,1028,117,845,0,4,15,"15",11
"24808",24808,1028,117,830,0,55,19,"R",3
"24809",24809,1028,143,850,0,6,16,"16",11
"24810",24810,1028,143,846,0,63,18,"18",11
"24811",24811,1028,153,837,6,31,7,"7",1
"24812",24812,1028,153,813,10,3,5,"5",1
"24813",24813,1028,191,847,1,23,10,"10",1
"24814",24814,1028,191,831,18,33,2,"2",1
"24815",24815,1028,207,806,0,8,17,"17",11
"24816",24816,1028,207,824,0,20,12,"12",11
"24817",24817,1028,208,816,12,11,4,"4",1
"24818",24818,1028,208,842,0,18,20,"R",4
"24819",24819,1028,209,839,2,10,9,"9",1
"24820",24820,1028,209,825,4,26,8,"8",1
"24821",24821,1029,1,762,0,7,12,"12",1
"24822",24822,1029,1,840,1,99,10,"10",1
"24823",24823,1029,7,799,0,5,11,"11",1
"24824",24824,1029,7,844,6,16,7,"7",1
"24825",24825,1029,48,819,0,77,19,"R",129
"24826",24826,1029,48,800,25,44,1,"1",1
"24827",24827,1029,117,830,10,55,5,"5",1
"24828",24828,1029,117,845,0,4,16,"R",129
"24829",24829,1029,143,850,0,6,14,"14",1
"24830",24830,1029,143,846,0,63,20,"R",4
"24831",24831,1029,153,813,15,3,3,"3",1
"24832",24832,1029,153,837,0,31,18,"R",6
"24833",24833,1029,191,831,19,33,2,"2",1
"24834",24834,1029,191,847,0,23,17,"R",21
"24835",24835,1029,207,824,0,20,13,"13",1
"24836",24836,1029,207,806,2,8,9,"9",1
"24837",24837,1029,208,816,12,11,4,"4",1
"24838",24838,1029,208,808,4,27,8,"8",1
"24839",24839,1029,209,839,8,10,6,"6",1
"24840",24840,1029,209,825,0,26,15,"15",1
"24841",24841,1030,1,840,0,99,15,"15",11
"24842",24842,1030,1,762,0,7,11,"11",11
"24843",24843,1030,7,844,12,16,4,"4",1
"24844",24844,1030,7,799,1,5,10,"10",11
"24845",24845,1030,48,800,26,44,1,"1",1
"24846",24846,1030,48,819,18,77,2,"2",1
"24847",24847,1030,117,845,0,4,13,"13",11
"24848",24848,1030,117,830,8,55,6,"6",11
"24849",24849,1030,143,846,0,63,14,"14",11
"24850",24850,1030,143,850,0,6,18,"18",12
"24851",24851,1030,153,813,2,3,9,"9",11
"24852",24852,1030,153,837,4,31,8,"8",11
"24853",24853,1030,191,847,0,23,12,"12",11
"24854",24854,1030,191,831,15,33,3,"3",1
"24855",24855,1030,207,824,0,20,16,"16",11
"24856",24856,1030,207,806,0,8,17,"17",11
"24857",24857,1030,208,816,6,11,7,"7",11
"24858",24858,1030,208,842,0,18,20,"R",128
"24859",24859,1030,209,839,10,10,5,"5",11
"24860",24860,1030,209,825,0,26,19,"19",12
"24861",24861,1031,1,840,1,99,10,"10",1
"24862",24862,1031,1,762,2,7,9,"9",1
"24863",24863,1031,7,844,10,16,5,"5",1
"24864",24864,1031,7,799,0,5,12,"12",1
"24865",24865,1031,48,819,18,77,2,"2",1
"24866",24866,1031,48,800,26,44,1,"1",1
"24867",24867,1031,117,845,4,4,8,"8",1
"24868",24868,1031,117,830,6,55,7,"7",1
"24869",24869,1031,143,846,0,63,16,"R",3
"24870",24870,1031,143,850,0,6,11,"11",1
"24871",24871,1031,153,837,0,31,19,"R",6
"24872",24872,1031,153,813,15,3,3,"3",1
"24873",24873,1031,191,831,0,33,17,"R",29
"24874",24874,1031,191,847,0,23,15,"15",1
"24875",24875,1031,207,824,0,20,18,"R",135
"24876",24876,1031,207,806,0,8,14,"14",1
"24877",24877,1031,208,842,0,18,13,"13",1
"24878",24878,1031,208,816,8,11,6,"6",1
"24879",24879,1031,209,825,12,26,4,"4",1
"24880",24880,1031,209,839,0,10,20,"R",34
"24881",24881,1032,1,762,0,7,15,"15",11
"24882",24882,1032,1,840,0,99,20,"R",6
"24883",24883,1032,7,844,12,16,4,"4",1
"24884",24884,1032,7,799,15,5,3,"3",1
"24885",24885,1032,48,819,0,77,14,"14",11
"24886",24886,1032,48,800,25,44,1,"1",1
"24887",24887,1032,117,845,5,4,8,"8",1
"24888",24888,1032,117,830,10,55,5,"5",1
"24889",24889,1032,143,850,0,6,19,"R",128
"24890",24890,1032,143,846,0,63,16,"16",11
"24891",24891,1032,153,813,1,3,10,"10",1
"24892",24892,1032,153,837,0,31,11,"11",11
"24893",24893,1032,191,847,6,23,7,"7",1
"24894",24894,1032,191,831,8,33,6,"6",1
"24895",24895,1032,207,806,0,8,18,"R",128
"24896",24896,1032,207,824,0,20,17,"17",53
"24897",24897,1032,208,842,2,18,9,"9",1
"24898",24898,1032,208,816,18,11,2,"2",1
"24899",24899,1032,209,839,0,10,13,"13",11
"24900",24900,1032,209,825,0,26,12,"12",11
"24901",24901,1033,1,762,0,7,15,"15",11
"24902",24902,1033,1,840,0,99,16,"16",11
"24903",24903,1033,7,799,0,5,13,"13",11
"24904",24904,1033,7,844,1,16,10,"10",11
"24905",24905,1033,48,819,4,77,8,"8",1
"24906",24906,1033,48,800,25,44,1,"1",1
"24907",24907,1033,117,830,10,55,5,"5",1
"24908",24908,1033,117,845,12,4,4,"4",1
"24909",24909,1033,143,846,0,63,12,"12",11
"24910",24910,1033,143,850,0,6,14,"14",11
"24911",24911,1033,153,813,6,3,7,"7",1
"24912",24912,1033,153,837,2,31,9,"9",1
"24913",24913,1033,191,831,19,33,2,"2",1
"24914",24914,1033,191,847,15,23,3,"3",1
"24915",24915,1033,207,824,0,20,17,"17",11
"24916",24916,1033,207,806,0,8,20,"R",4
"24917",24917,1033,208,816,0,11,18,"18",5
"24918",24918,1033,208,842,0,18,19,"R",4
"24919",24919,1033,209,839,8,10,6,"6",1
"24920",24920,1033,209,825,0,26,11,"11",11
"24921",24921,1034,1,762,0,7,14,"14",1
"24922",24922,1034,1,840,0,99,13,"13",1
"24923",24923,1034,7,844,0,16,20,"R",4
"24924",24924,1034,7,799,0,5,12,"12",1
"24925",24925,1034,48,819,4,77,8,"8",1
"24926",24926,1034,48,846,3,63,9,"9",1
"24927",24927,1034,117,830,12,55,4,"4",1
"24928",24928,1034,117,845,1,4,10,"10",1
"24929",24929,1034,143,850,0,6,18,"R",5
"24930",24930,1034,143,848,0,89,16,"16",1
"24931",24931,1034,153,813,10,3,5,"5",1
"24932",24932,1034,153,837,18,31,2,"2",1
"24933",24933,1034,191,847,8,23,6,"6",1
"24934",24934,1034,191,831,0,33,19,"R",3
"24935",24935,1034,207,849,0,51,17,"17",1
"24936",24936,1034,207,824,0,20,15,"15",1
"24937",24937,1034,208,842,15,18,3,"3",1
"24938",24938,1034,208,816,25,11,1,"1",1
"24939",24939,1034,209,839,0,10,11,"11",1
"24940",24940,1034,209,825,6,26,7,"7",1
"24941",24941,1035,1,840,0,99,16,"16",11
"24942",24942,1035,1,762,0,7,12,"12",11
"24943",24943,1035,7,844,0,16,13,"13",11
"24944",24944,1035,7,799,0,5,14,"14",11
"24945",24945,1035,48,800,15,44,3,"3",1
"24946",24946,1035,48,819,18,77,2,"2",1
"24947",24947,1035,117,845,10,4,5,"5",1
"24948",24948,1035,117,830,8,55,6,"6",1
"24949",24949,1035,143,846,0,63,15,"15",11
"24950",24950,1035,143,850,0,6,17,"17",11
"24951",24951,1035,153,837,2,31,9,"9",1
"24952",24952,1035,153,813,7,3,7,"7",1
"24953",24953,1035,191,847,12,23,4,"4",1
"24954",24954,1035,191,831,25,33,1,"1",1
"24955",24955,1035,207,849,0,51,19,"19",12
"24956",24956,1035,207,824,0,20,18,"18",11
"24957",24957,1035,208,816,0,11,20,"R",7
"24958",24958,1035,208,842,1,18,10,"10",1
"24959",24959,1035,209,825,0,26,11,"11",11
"24960",24960,1035,209,839,4,10,8,"8",1
"24961",24961,1036,1,840,0,99,12,"12",11
"24962",24962,1036,1,762,0,7,11,"11",1
"24963",24963,1036,7,844,8,16,6,"6",1
"24964",24964,1036,7,830,4,55,8,"8",1
"24965",24965,1036,48,800,25,44,1,"1",1
"24966",24966,1036,48,819,16,77,3,"3",1
"24967",24967,1036,64,799,0,5,15,"15",11
"24968",24968,1036,64,842,1,18,10,"10",1
"24969",24969,1036,117,845,12,4,4,"4",1
"24970",24970,1036,117,813,6,3,7,"7",1
"24971",24971,1036,143,850,0,6,18,"18",31
"24972",24972,1036,143,846,0,63,14,"14",11
"24973",24973,1036,191,816,10,11,5,"5",1
"24974",24974,1036,191,831,18,33,2,"2",1
"24975",24975,1036,207,853,0,47,16,"16",11
"24976",24976,1036,207,852,0,9,20,"R",3
"24977",24977,1036,209,851,2,22,9,"9",1
"24978",24978,1036,209,839,0,10,17,"17",31
"24979",24979,1036,210,763,0,14,19,"R",23
"24980",24980,1036,210,837,0,31,13,"13",11
"24981",24981,1037,1,840,0,99,14,"14",11
"24982",24982,1037,1,762,0,7,13,"13",1
"24983",24983,1037,7,830,10,55,5,"5",1
"24984",24984,1037,7,844,12,16,4,"4",1
"24985",24985,1037,48,800,19,44,2,"2",1
"24986",24986,1037,48,819,0,77,18,"R",4
"24987",24987,1037,64,799,0,5,15,"15",6
"24988",24988,1037,64,842,4,18,8,"8",1
"24989",24989,1037,117,813,8,3,6,"6",1
"24990",24990,1037,117,845,15,4,3,"3",1
"24991",24991,1037,143,850,0,6,20,"R",4
"24992",24992,1037,143,846,0,63,19,"R",4
"24993",24993,1037,191,831,25,33,1,"1",1
"24994",24994,1037,191,816,0,11,11,"11",1
"24995",24995,1037,207,852,0,9,17,"17",12
"24996",24996,1037,207,853,0,47,16,"16",12
"24997",24997,1037,209,839,6,10,7,"7",1
"24998",24998,1037,209,851,0,22,12,"12",1
"24999",24999,1037,210,763,1,14,10,"10",1
"25000",25000,1037,210,837,2,31,9,"9",1
"25001",25001,1038,1,840,0,99,12,"12",11
"25002",25002,1038,1,762,0,7,20,"R",128
"25003",25003,1038,7,844,8,16,6,"6",1
"25004",25004,1038,7,830,0,55,11,"11",1
"25005",25005,1038,48,800,25,44,1,"1",1
"25006",25006,1038,48,819,16,77,3,"3",1
"25007",25007,1038,64,799,0,5,13,"13",11
"25008",25008,1038,64,842,0,18,14,"14",11
"25009",25009,1038,117,845,10,4,5,"5",1
"25010",25010,1038,117,813,2,3,9,"9",1
"25011",25011,1038,143,846,0,63,16,"16",11
"25012",25012,1038,143,850,0,6,18,"18",12
"25013",25013,1038,191,816,12,11,4,"4",1
"25014",25014,1038,191,831,18,33,2,"2",1
"25015",25015,1038,207,852,0,9,19,"19",12
"25016",25016,1038,207,853,0,47,17,"17",12
"25017",25017,1038,209,851,0,22,15,"15",11
"25018",25018,1038,209,839,1,10,10,"10",1
"25019",25019,1038,210,837,6,31,7,"7",1
"25020",25020,1038,210,763,4,14,8,"8",1
"25021",25021,1039,1,762,0,7,12,"12",11
"25022",25022,1039,1,840,0,99,15,"15",11
"25023",25023,1039,7,844,12,16,4,"4",1
"25024",25024,1039,7,830,6,55,7,"7",1
"25025",25025,1039,48,819,15,77,3,"3",1
"25026",25026,1039,48,800,25,44,1,"1",1
"25027",25027,1039,64,842,0,18,11,"11",11
"25028",25028,1039,64,799,0,5,13,"13",11
"25029",25029,1039,117,845,4,4,8,"8",11
"25030",25030,1039,117,813,8,3,6,"6",1
"25031",25031,1039,143,850,0,6,16,"16",11
"25032",25032,1039,143,846,0,63,14,"14",11
"25033",25033,1039,191,816,10,11,5,"5",1
"25034",25034,1039,191,831,19,33,2,"2",1
"25035",25035,1039,207,853,0,47,18,"18",12
"25036",25036,1039,207,852,0,9,19,"19",12
"25037",25037,1039,209,839,1,10,10,"10",11
"25038",25038,1039,209,851,0,22,20,"R",10
"25039",25039,1039,210,763,0,14,17,"17",11
"25040",25040,1039,210,837,2,31,9,"9",11
"25041",25041,1040,1,840,1,99,10,"10",11
"25042",25042,1040,1,762,0,7,11,"11",11
"25043",25043,1040,7,844,0,16,20,"W",30
"25044",25044,1040,7,830,18,55,2,"2",1
"25045",25045,1040,48,800,7,44,7,"7",1
"25046",25046,1040,48,819,0,77,19,"R",59
"25047",25047,1040,64,842,4,18,8,"8",11
"25048",25048,1040,64,799,10,5,5,"5",1
"25049",25049,1040,117,813,0,3,12,"12",11
"25050",25050,1040,117,845,15,4,3,"3",1
"25051",25051,1040,143,846,0,63,14,"14",11
"25052",25052,1040,143,850,0,6,15,"15",11
"25053",25053,1040,191,816,12,11,4,"4",1
"25054",25054,1040,191,831,25,33,1,"1",1
"25055",25055,1040,207,853,0,47,18,"18",13
"25056",25056,1040,207,852,0,9,17,"17",13
"25057",25057,1040,209,851,0,22,16,"16",11
"25058",25058,1040,209,839,8,10,6,"6",1
"25059",25059,1040,210,837,2,31,9,"9",11
"25060",25060,1040,210,763,0,14,13,"13",11
"25061",25061,1041,1,762,1,7,10,"10",1
"25062",25062,1041,1,840,0,99,11,"11",1
"25063",25063,1041,7,830,4,55,8,"8",1
"25064",25064,1041,7,844,12,16,4,"4",1
"25065",25065,1041,48,800,0,44,15,"15",1
"25066",25066,1041,48,819,0,77,12,"12",1
"25067",25067,1041,64,799,18,5,2,"2",1
"25068",25068,1041,64,842,0,18,19,"R",3
"25069",25069,1041,117,845,10,4,5,"5",1
"25070",25070,1041,117,813,2,3,9,"9",1
"25071",25071,1041,143,850,0,6,16,"16",1
"25072",25072,1041,143,846,0,63,17,"R",6
"25073",25073,1041,191,831,0,33,18,"R",3
"25074",25074,1041,191,816,25,11,1,"1",1
"25075",25075,1041,207,853,0,47,13,"13",1
"25076",25076,1041,207,852,0,9,14,"14",1
"25077",25077,1041,209,851,6,22,7,"7",1
"25078",25078,1041,209,839,15,10,3,"3",1
"25079",25079,1041,210,837,0,31,20,"R",99
"25080",25080,1041,210,763,8,14,6,"6",1
"25081",25081,1042,1,840,0,99,15,"15",11
"25082",25082,1042,1,762,0,7,17,"17",11
"25083",25083,1042,7,830,0,55,11,"11",1
"25084",25084,1042,7,844,0,16,16,"16",11
"25085",25085,1042,48,819,12,77,4,"4",1
"25086",25086,1042,48,800,18,44,2,"2",1
"25087",25087,1042,64,842,1,18,10,"10",1
"25088",25088,1042,64,799,2,5,9,"9",1
"25089",25089,1042,117,813,8,3,6,"6",1
"25090",25090,1042,117,845,10,4,5,"5",1
"25091",25091,1042,143,850,0,6,18,"18",11
"25092",25092,1042,143,846,0,63,12,"12",11
"25093",25093,1042,191,816,15,11,3,"3",1
"25094",25094,1042,191,831,26,33,1,"1",1
"25095",25095,1042,207,852,0,9,20,"20",11
"25096",25096,1042,207,853,0,47,19,"19",11
"25097",25097,1042,209,839,6,10,7,"7",1
"25098",25098,1042,209,851,0,22,13,"13",11
"25099",25099,1042,210,837,0,31,14,"14",11
"25100",25100,1042,210,763,4,14,8,"8",1
"25101",25101,1043,1,840,0,99,15,"15",11
"25102",25102,1043,1,762,0,7,11,"11",11
"25103",25103,1043,7,844,6,16,7,"7",11
"25104",25104,1043,7,830,8,55,6,"6",11
"25105",25105,1043,48,800,19,44,2,"2",1
"25106",25106,1043,48,819,15,77,3,"3",1
"25107",25107,1043,64,842,4,18,8,"8",11
"25108",25108,1043,64,799,0,5,12,"12",11
"25109",25109,1043,117,845,10,4,5,"5",11
"25110",25110,1043,117,813,0,3,13,"13",11
"25111",25111,1043,143,850,0,6,17,"17",13
"25112",25112,1043,143,846,0,63,19,"R",5
"25113",25113,1043,191,816,12,11,4,"4",1
"25114",25114,1043,191,831,25,33,1,"1",1
"25115",25115,1043,207,852,0,9,18,"18",13
"25116",25116,1043,207,853,0,47,16,"16",12
"25117",25117,1043,209,851,1,22,10,"10",11
"25118",25118,1043,209,839,0,10,20,"R",4
"25119",25119,1043,210,763,2,14,9,"9",11
"25120",25120,1043,210,837,0,31,14,"14",11
"25121",25121,1044,1,762,0,7,15,"15",11
"25122",25122,1044,1,840,0,99,14,"14",11
"25123",25123,1044,7,844,4,16,8,"8",1
"25124",25124,1044,7,830,10,55,5,"5",1
"25125",25125,1044,48,819,18,77,2,"2",1
"25126",25126,1044,48,800,12,44,4,"4",1
"25127",25127,1044,64,799,0,5,17,"17",4
"25128",25128,1044,64,842,0,18,13,"13",11
"25129",25129,1044,117,813,6,3,7,"7",1
"25130",25130,1044,117,845,15,4,3,"3",1
"25131",25131,1044,143,850,0,6,16,"16",11
"25132",25132,1044,143,846,0,63,11,"11",11
"25133",25133,1044,191,831,26,33,1,"1",1
"25134",25134,1044,191,816,8,11,6,"6",1
"25135",25135,1044,207,852,0,9,19,"19",12
"25136",25136,1044,207,853,0,47,18,"18",12
"25137",25137,1044,209,851,0,22,12,"12",11
"25138",25138,1044,209,839,2,10,9,"9",1
"25139",25139,1044,210,763,1,14,10,"10",11
"25140",25140,1044,210,837,0,31,20,"R",4
"25141",25141,1045,1,840,0,99,13,"13",11
"25142",25142,1045,1,762,0,7,15,"15",11
"25143",25143,1045,7,844,18,16,2,"2",1
"25144",25144,1045,7,830,8,55,6,"6",1
"25145",25145,1045,48,819,15,77,3,"3",1
"25146",25146,1045,48,800,25,44,1,"1",1
"25147",25147,1045,64,799,0,5,19,"R",31
"25148",25148,1045,64,842,4,18,8,"8",1
"25149",25149,1045,117,845,12,4,4,"4",1
"25150",25150,1045,117,813,10,3,5,"5",1
"25151",25151,1045,143,850,0,6,14,"14",11
"25152",25152,1045,143,846,0,63,12,"12",11
"25153",25153,1045,191,831,0,33,20,"R",4
"25154",25154,1045,191,816,0,11,16,"16",11
"25155",25155,1045,207,853,0,47,18,"18",11
"25156",25156,1045,207,852,0,9,17,"17",11
"25157",25157,1045,209,839,0,10,11,"11",1
"25158",25158,1045,209,851,1,22,10,"10",1
"25159",25159,1045,210,837,2,31,9,"9",1
"25160",25160,1045,210,763,6,14,7,"7",1
"25161",25161,1046,1,762,1,7,10,"10",11
"25162",25162,1046,1,840,0,99,13,"13",11
"25163",25163,1046,7,844,0,16,18,"R",4
"25164",25164,1046,7,830,15,55,3,"3",1
"25165",25165,1046,48,819,0,77,16,"R",4
"25166",25166,1046,48,800,18,44,2,"2",1
"25167",25167,1046,64,842,0,18,19,"R",4
"25168",25168,1046,64,799,0,5,20,"D",2
