"","constructor_Results_ID","race_ID","constructor_ID","driver_ID","points","number","position","position_Text","status_ID"
"4055",4055,181,94,428,6,4,2,"2",1
"4056",4056,181,94,477,0,6,15,"R",5
"4057",4057,181,94,300,0,1,9,"9",84
"4058",4058,181,97,464,0,26,10,"10",58
"4059",4059,181,97,226,0,28,14,"R",44
"4060",4060,181,97,447,2,32,5,"5",1
"4061",4061,181,97,449,0,36,13,"R",93
"4062",4062,181,105,276,3,18,4,"4",1
"4063",4063,181,105,438,0,16,7,"7",12
"4064",4064,181,116,443,9,20,1,"1",1
"4065",4065,181,116,458,4,22,3,"3",1
"4066",4066,182,7,418,0,6,12,"R",51
"4067",4067,182,34,471,0,16,8,"N",60
"4068",4068,182,34,450,0,15,19,"R",5
"4069",4069,182,34,345,0,14,15,"R",5
"4070",4070,182,94,477,0,3,11,"R",6
"4071",4071,182,94,300,0,1,9,"R",5
"4072",4072,182,94,394,0,9,10,"R",84
"4073",4073,182,94,324,0,25,7,"7",19
"4074",4074,182,94,428,4,2,3,"3",1
"4075",4075,182,95,475,0,26,17,"R",44
"4076",4076,182,97,447,0,21,16,"R",93
"4077",4077,182,97,449,0,20,20,"R",3
"4078",4078,182,97,464,9,11,1,"1",1
"4079",4079,182,97,226,6,12,2,"2",1
"4080",4080,182,105,438,0,5,18,"R",97
"4081",4081,182,105,276,2,4,5,"5",13
"4082",4082,182,106,451,0,69,14,"D",2
"4083",4083,182,116,460,1,19,6,"6",16
"4084",4084,182,116,458,3,18,4,"4",11
"4085",4085,182,116,443,0,17,13,"R",4
"4086",4086,183,7,418,2,12,5,"5",17
"4087",4087,183,34,476,0,22,10,"R",5
"4088",4088,183,34,345,4,14,3,"3",12
"4089",4089,183,34,450,0,15,15,"R",5
"4090",4090,183,94,474,0,9,17,"R",22
"4091",4091,183,94,428,9,2,1,"1",1
"4092",4092,183,94,324,0,21,14,"R",84
"4093",4093,183,94,300,0,1,8,"R",3
"4094",4094,183,94,394,0,10,16,"R",67
"4095",4095,183,97,449,1,19,6,"6",86
"4096",4096,183,97,226,3,8,4,"4",12
"4097",4097,183,97,464,0,7,9,"R",5
"4098",4098,183,97,447,6,18,2,"2",1
"4099",4099,183,105,438,0,5,12,"R",6
"4100",4100,183,105,276,0,6,18,"R",5
"4101",4101,183,116,460,0,16,7,"N",60
"4102",4102,183,116,458,0,4,11,"R",5
"4103",4103,183,116,443,0,3,13,"R",5
"4104",4104,184,7,418,0,12,7,"7",12
"4105",4105,184,34,345,0,14,12,"R",6
"4106",4106,184,34,476,0,22,14,"R",6
"4107",4107,184,34,450,1,15,6,"6",12
"4108",4108,184,94,477,0,9,16,"R",48
"4109",4109,184,94,394,0,10,15,"R",3
"4110",4110,184,94,324,0,21,9,"9",13
"4111",4111,184,94,428,0,2,13,"R",22
"4112",4112,184,97,226,4,8,3,"3",1
"4113",4113,184,97,449,0,19,11,"11",93
"4114",4114,184,97,447,0,18,10,"10",14
"4115",4115,184,97,464,6,7,2,"2",1
"4116",4116,184,105,276,0,6,17,"W",53
"4117",4117,184,105,438,9,5,1,"1",1
"4118",4118,184,116,458,2,4,5,"5",1
"4119",4119,184,116,460,0,16,8,"8",12
"4120",4120,184,116,443,3,3,4,"4",1
"4121",4121,185,7,464,0,17,14,"R",5
"4122",4122,185,34,476,0,21,16,"R",5
"4123",4123,185,34,450,0,19,22,"R",6
"4124",4124,185,34,418,0,20,9,"9",14
"4125",4125,185,58,300,1,11,6,"6",11
"4126",4126,185,58,477,2,10,5,"5",11
"4127",4127,185,58,428,0,9,13,"13",5
"4128",4128,185,58,384,0,23,8,"8",12
"4129",4129,185,58,434,0,25,12,"12",5
"4130",4130,185,83,409,0,24,11,"11",15
"4131",4131,185,83,488,0,14,21,"R",5
"4132",4132,185,83,226,9,12,1,"1",1
"4133",4133,185,85,447,0,22,19,"R",3
"4134",4134,185,105,438,6,6,2,"2",1
"4135",4135,185,105,276,0,5,18,"R",5
"4136",4136,185,105,345,0,7,15,"R",5
"4137",4137,185,111,458,3,3,4,"4",1
"4138",4138,185,111,468,0,4,7,"7",12
"4139",4139,185,119,474,0,8,20,"R",25
"4140",4140,185,119,394,0,16,10,"10",15
"4141",4141,185,119,460,0,2,17,"R",5
"4142",4142,185,119,404,0,15,23,"R",25
"4143",4143,185,119,443,4,1,3,"3",1
"4144",4144,186,7,464,0,2,15,"R",3
"4145",4145,186,34,450,0,15,16,"R",3
"4146",4146,186,34,418,0,10,14,"W",53
"4147",4147,186,34,476,0,21,21,"F",79
"4148",4148,186,58,477,0,19,19,"F",79
"4149",4149,186,58,486,0,23,22,"F",79
"4150",4150,186,58,428,0,3,13,"R",78
"4151",4151,186,58,300,3,6,4,"4",11
"4152",4152,186,83,488,0,24,8,"R",5
"4153",4153,186,83,226,0,7,7,"R",5
"4154",4154,186,85,447,0,12,17,"W",53
"4155",4155,186,105,345,0,8,6,"R",6
"4156",4156,186,105,276,6,11,2,"2",11
"4157",4157,186,105,438,0,5,11,"R",78
"4158",4158,186,111,458,0,4,10,"R",5
"4159",4159,186,111,468,0,22,9,"R",5
"4160",4160,186,119,443,9,1,1,"1",1
"4161",4161,186,119,394,0,14,20,"F",79
"4162",4162,186,119,474,4,18,3,"3",11
"4163",4163,186,119,404,0,9,12,"R",5
"4164",4164,186,119,460,2,16,5,"5",12
"4165",4165,186,120,469,0,20,18,"F",79
"4166",4166,187,7,464,0,26,16,"R",84
"4167",4167,187,34,418,1,17,6,"6",12
"4168",4168,187,34,450,0,16,12,"R",5
"4169",4169,187,34,476,0,15,19,"F",79
"4170",4170,187,58,477,0,2,20,"F",79
"4171",4171,187,58,300,2,1,5,"5",11
"4172",4172,187,58,428,9,3,1,"1",1
"4173",4173,187,83,226,6,5,2,"2",1
"4174",4174,187,83,488,0,6,18,"F",79
"4175",4175,187,85,447,0,24,10,"N",60
"4176",4176,187,105,276,0,12,14,"R",22
"4177",4177,187,105,438,3,11,4,"4",1
"4178",4178,187,105,345,0,14,15,"R",51
"4179",4179,187,111,458,0,8,13,"R",24
"4180",4180,187,111,468,4,9,3,"3",1
"4181",4181,187,119,443,0,21,11,"R",5
"4182",4182,187,119,394,0,19,8,"8",58
"4183",4183,187,119,404,0,28,9,"R",22
"4184",4184,187,119,484,0,23,7,"7",12
"4185",4185,187,119,460,0,20,21,"F",79
"4186",4186,187,120,469,0,10,17,"F",79
"4187",4187,188,7,479,3,28,4,"4",1
"4188",4188,188,7,464,0,27,8,"8",12
"4189",4189,188,34,450,0,2,15,"R",5
"4190",4190,188,34,418,9,1,1,"1",1
"4191",4191,188,58,428,0,20,14,"R",5
"4192",4192,188,58,477,0,21,13,"R",6
"4193",4193,188,58,300,0,23,11,"R",5
"4194",4194,188,83,488,2,19,5,"5",1
"4195",4195,188,83,226,0,18,10,"R",8
"4196",4196,188,83,470,0,8,17,"R",6
"4197",4197,188,85,447,0,7,16,"R",51
"4198",4198,188,111,458,4,25,3,"3",1
"4199",4199,188,111,468,1,26,6,"6",10
"4200",4200,188,119,484,0,14,9,"N",60
"4201",4201,188,119,404,6,10,2,"2",1
"4202",4202,188,119,443,0,11,12,"R",5
"4203",4203,188,119,394,0,9,7,"7",32
"4204",4204,189,7,485,3,26,4,"4",11
"4205",4205,189,7,464,4,25,3,"3",11
"4206",4206,189,34,450,0,2,15,"R",5
"4207",4207,189,34,476,0,3,14,"R",44
"4208",4208,189,34,418,0,1,10,"10",13
"4209",4209,189,58,428,9,10,1,"1",1
"4210",4210,189,58,477,0,12,7,"7",12
"4211",4211,189,58,300,0,15,12,"N",60
"4212",4212,189,58,324,0,31,23,"F",79
"4213",4213,189,83,488,0,19,22,"F",79
"4214",4214,189,83,226,0,18,11,"11",14
"4215",4215,189,85,447,0,4,16,"R",3
"4216",4216,189,105,478,0,20,18,"R",3
"4217",4217,189,105,345,1,16,6,"6",11
"4218",4218,189,105,321,0,32,19,"R",5
"4219",4219,189,111,458,2,23,5,"5",11
"4220",4220,189,111,468,0,24,8,"8",12
"4221",4221,189,119,394,0,9,17,"R",5
"4222",4222,189,119,404,0,8,20,"R",8
"4223",4223,189,119,443,6,5,2,"2",1
"4224",4224,189,119,481,0,6,13,"R",5
"4225",4225,189,119,484,0,22,9,"9",12
"4226",4226,189,120,469,0,21,21,"F",79
"4227",4227,189,121,449,0,29,24,"F",79
"4228",4228,190,7,479,0,11,14,"14",13
"4229",4229,190,7,464,0,10,18,"R",5
"4230",4230,190,34,450,0,5,20,"R",5
"4231",4231,190,34,476,0,4,12,"12",12
"4232",4232,190,34,418,0,3,19,"R",6
"4233",4233,190,58,324,0,25,23,"F",79
"4234",4234,190,58,300,0,8,10,"10",11
"4235",4235,190,58,428,9,6,1,"1",1
"4236",4236,190,58,477,0,7,8,"8",1
"4237",4237,190,58,486,0,9,22,"F",79
"4238",4238,190,83,226,4,23,3,"3",1
"4239",4239,190,83,488,0,22,7,"7",1
"4240",4240,190,105,321,1,32,6,"6",1
"4241",4241,190,105,438,3,19,4,"4",1
"4242",4242,190,111,468,2,20,5,"5",1
"4243",4243,190,111,458,0,21,13,"13",58
"4244",4244,190,119,404,6,14,2,"2",1
"4245",4245,190,119,484,0,18,17,"R",24
"4246",4246,190,119,394,0,12,16,"R",3
"4247",4247,190,119,481,0,2,11,"11",11
"4248",4248,190,119,443,0,1,9,"9",1
"4249",4249,190,120,469,0,16,15,"N",60
"4250",4250,190,121,449,0,24,21,"F",79
"4251",4251,191,7,485,3,4,4,"4",1
"4252",4252,191,7,464,0,3,22,"R",7
"4253",4253,191,34,476,0,24,21,"R",51
"4254",4254,191,34,418,0,22,12,"R",3
"4255",4255,191,34,450,0,23,13,"R",5
"4256",4256,191,58,482,0,28,8,"8",12
"4257",4257,191,58,324,0,29,10,"N",60
"4258",4258,191,58,428,9,5,1,"1",1
"4259",4259,191,58,477,0,6,20,"R",5
"4260",4260,191,58,300,1,14,6,"6",11
"4261",4261,191,83,226,6,17,2,"2",1
"4262",4262,191,105,438,4,9,3,"3",1
"4263",4263,191,105,321,0,32,11,"R",51
"4264",4264,191,111,458,0,7,17,"R",36
"4265",4265,191,111,468,0,8,16,"R",3
"4266",4266,191,119,394,0,15,19,"R",22
"4267",4267,191,119,474,0,26,18,"R",22
"4268",4268,191,119,484,0,27,9,"9",18
"4269",4269,191,119,481,0,2,7,"7",11
"4270",4270,191,119,404,2,16,5,"5",11
"4271",4271,191,119,443,0,1,14,"R",8
"4272",4272,191,120,469,0,11,23,"R",93
"4273",4273,191,122,345,0,20,15,"R",51
"4274",4274,192,7,485,0,15,12,"R",5
"4275",4275,192,7,464,6,10,2,"2",1
"4276",4276,192,34,450,0,18,18,"R",5
"4277",4277,192,34,418,0,6,17,"R",78
"4278",4278,192,58,482,3,17,4,"4",1
"4279",4279,192,58,428,9,2,1,"1",1
"4280",4280,192,58,300,0,9,10,"R",5
"4281",4281,192,58,477,0,16,13,"R",5
"4282",4282,192,83,488,2,21,5,"5",11
"4283",4283,192,83,226,0,3,19,"R",44
"4284",4284,192,85,465,0,25,22,"F",79
"4285",4285,192,105,478,0,24,21,"R",37
"4286",4286,192,105,438,4,4,3,"3",1
"4287",4287,192,111,468,1,14,6,"6",11
"4288",4288,192,111,458,0,8,20,"R",22
"4289",4289,192,119,443,0,1,14,"R",5
"4290",4290,192,119,394,0,12,8,"8",78
"4291",4291,192,119,481,0,23,7,"7",11
"4292",4292,192,119,474,0,11,15,"R",6
"4293",4293,192,119,484,0,22,16,"R",5
"4294",4294,192,119,461,0,26,25,"F",79
"4295",4295,192,119,404,0,5,11,"R",5
"4296",4296,192,120,469,0,20,23,"F",79
"4297",4297,192,121,449,0,27,24,"F",79
"4298",4298,192,122,345,0,7,9,"9",5
"4299",4299,193,7,464,9,12,1,"1",1
"4300",4300,193,7,479,0,14,7,"7",11
"4301",4301,193,7,485,6,27,2,"2",1
"4302",4302,193,34,476,0,18,11,"11",12
"4303",4303,193,34,418,3,17,4,"4",11
"4304",4304,193,34,450,2,16,5,"5",11
"4305",4305,193,58,477,0,7,23,"R",23
"4306",4306,193,58,428,0,6,19,"R",5
"4307",4307,193,58,482,0,8,15,"15",15
"4308",4308,193,83,488,4,11,3,"3",1
"4309",4309,193,83,226,0,10,13,"13",14
"4310",4310,193,85,487,0,26,18,"R",5
"4311",4311,193,105,438,0,21,16,"R",5
"4312",4312,193,105,478,0,23,10,"10",11
"4313",4313,193,111,458,1,19,6,"6",11
"4314",4314,193,111,468,0,20,14,"14",14
"4315",4315,193,119,394,0,3,9,"9",11
"4316",4316,193,119,481,0,2,24,"R",5
"4317",4317,193,119,404,0,4,8,"8",11
"4318",4318,193,119,443,0,1,22,"R",104
"4319",4319,193,119,474,0,5,20,"R",3
"4320",4320,193,120,469,0,22,12,"12",13
"4321",4321,193,121,449,0,24,21,"R",21
"4322",4322,193,122,345,0,15,17,"R",5
"4323",4323,194,7,479,0,6,16,"R",67
"4324",4324,194,7,464,0,2,13,"R",8
"4325",4325,194,7,485,9,4,1,"1",1
"4326",4326,194,34,450,0,8,10,"R",5
"4327",4327,194,34,418,0,10,18,"R",5
"4328",4328,194,34,476,0,12,14,"R",25
"4329",4329,194,58,300,0,28,21,"W",53
"4330",4330,194,58,482,0,26,25,"W",53
"4331",4331,194,58,477,0,24,22,"W",53
"4332",4332,194,58,428,0,22,23,"W",102
"4333",4333,194,83,488,2,46,5,"5",1
"4334",4334,194,83,226,0,44,12,"R",3
"4335",4335,194,85,487,0,54,15,"R",5
"4336",4336,194,105,438,3,30,4,"4",1
"4337",4337,194,105,478,0,32,9,"N",60
"4338",4338,194,105,239,0,38,24,"F",79
"4339",4339,194,111,458,4,40,3,"3",1
"4340",4340,194,111,468,0,42,17,"R",5
"4341",4341,194,119,484,0,52,11,"R",5
"4342",4342,194,119,404,0,48,7,"7",11
"4343",4343,194,119,394,0,50,19,"R",5
"4344",4344,194,119,481,1,20,6,"6",1
"4345",4345,194,119,443,6,18,2,"2",1
"4346",4346,194,120,469,0,34,8,"8",17
"4347",4347,194,120,483,0,36,26,"F",79
"4348",4348,194,121,449,0,56,27,"F",79
"4349",4349,194,122,345,0,14,20,"R",10
"4350",4350,195,7,464,9,18,1,"1",1
"4351",4351,195,7,485,6,19,2,"2",1
"4352",4352,195,34,450,0,15,17,"N",60
"4353",4353,195,34,476,0,16,10,"10",15
"4354",4354,195,34,418,3,14,4,"4",11
"4355",4355,195,58,300,0,9,12,"N",60
"4356",4356,195,83,226,0,11,16,"R",44
"4357",4357,195,83,488,0,12,19,"R",62
"4358",4358,195,85,487,0,10,11,"N",60
"4359",4359,195,105,438,0,5,15,"R",5
"4360",4360,195,105,478,1,6,6,"6",12
"4361",4361,195,111,458,0,23,8,"8",8
"4362",4362,195,111,468,0,24,7,"7",13
"4363",4363,195,119,484,0,26,14,"N",60
"4364",4364,195,119,394,0,21,20,"R",5
"4365",4365,195,119,404,4,20,3,"3",1
"4366",4366,195,119,481,0,2,9,"9",15
"4367",4367,195,120,469,0,8,13,"R",51
"4368",4368,195,122,345,2,4,5,"5",11
"4369",4369,195,123,443,0,3,18,"R",107
"4370",4370,196,7,464,3,3,4,"4",11
"4371",4371,196,7,485,0,4,13,"13",17
"4372",4372,196,34,476,0,21,23,"R",5
"4373",4373,196,34,418,6,19,2,"2",1
"4374",4374,196,34,450,0,20,22,"R",5
"4375",4375,196,34,489,0,32,25,"F",79
"4376",4376,196,58,300,0,14,16,"R",8
"4377",4377,196,58,324,0,28,26,"F",79
"4378",4378,196,58,490,4,23,3,"3",1
"4379",4379,196,58,482,9,24,1,"1",1
"4380",4380,196,83,488,0,16,12,"12",14
"4381",4381,196,83,480,0,31,21,"R",93
"4382",4382,196,83,226,0,15,10,"10",13
"4383",4383,196,85,487,0,30,18,"R",22
"4384",4384,196,105,478,0,9,14,"14",18
"4385",4385,196,105,239,0,27,19,"R",108
"4386",4386,196,105,438,0,8,7,"7",12
"4387",4387,196,111,468,0,7,8,"8",13
"4388",4388,196,111,458,0,6,20,"R",62
"4389",4389,196,119,481,0,2,17,"R",36
"4390",4390,196,119,404,2,12,5,"5",11
"4391",4391,196,119,394,0,11,9,"9",13
"4392",4392,196,119,484,0,29,11,"11",14
"4393",4393,196,120,469,0,10,27,"F",79
"4394",4394,196,122,345,0,17,24,"R",5
"4395",4395,196,122,470,1,18,6,"6",11
"4396",4396,196,123,443,0,1,15,"R",44
"4397",4397,197,7,464,9,3,1,"1",1
"4398",4398,197,7,485,6,4,2,"2",1
"4399",4399,197,34,450,0,20,7,"7",11
"4400",4400,197,34,418,1,19,6,"6",1
"4401",4401,197,58,482,0,24,18,"R",5
"4402",4402,197,58,300,0,14,16,"R",25
"4403",4403,197,58,490,0,23,10,"N",60
"4404",4404,197,83,226,0,15,11,"R",5
"4405",4405,197,83,488,0,16,14,"R",67
"4406",4406,197,105,478,0,9,13,"R",5
"4407",4407,197,105,438,4,8,3,"3",1
"4408",4408,197,111,468,0,7,9,"9",14
"4409",4409,197,111,458,2,6,5,"5",1
"4410",4410,197,119,481,0,2,15,"R",5
"4411",4411,197,119,404,3,12,4,"4",1
"4412",4412,197,119,394,0,11,17,"R",5
"4413",4413,197,122,345,0,17,8,"8",11
"4414",4414,197,123,443,0,1,12,"R",22
"4415",4415,198,7,485,4,5,3,"3",1
"4416",4416,198,7,474,9,6,1,"1",1
"4417",4417,198,7,464,0,4,8,"8",11
"4418",4418,198,34,502,0,27,17,"R",66
"4419",4419,198,34,418,0,16,18,"R",25
"4420",4420,198,34,394,0,17,20,"R",25
"4421",4421,198,83,300,0,14,9,"9",12
"4422",4422,198,83,430,0,25,22,"R",5
"4423",4423,198,83,434,0,15,19,"R",5
"4424",4424,198,94,482,0,2,14,"R",5
"4425",4425,198,94,490,3,3,4,"4",1
"4426",4426,198,111,404,2,19,5,"5",11
"4427",4427,198,117,239,0,23,24,"R",22
"4428",4428,198,117,438,1,11,6,"6",11
"4429",4429,198,117,478,0,12,23,"R",93
"4430",4430,198,122,488,0,21,12,"12",12
"4431",4431,198,122,345,0,20,15,"R",6
"4432",4432,198,122,465,0,28,7,"7",11
"4433",4433,198,123,443,6,9,2,"2",1
"4434",4434,198,123,481,0,10,16,"R",3
"4435",4435,198,124,469,0,8,13,"13",14
"4436",4436,198,125,484,0,7,10,"10",12
"4437",4437,198,125,384,0,24,21,"R",24
"4438",4438,198,125,468,0,22,11,"11",12
"4439",4439,198,125,486,0,26,25,"R",5
"4440",4440,199,7,474,0,6,15,"R",5
"4441",4441,199,7,485,0,5,19,"R",5
"4442",4442,199,7,464,6,4,2,"2",1
"4443",4443,199,34,502,0,16,10,"10",14
"4444",4444,199,34,394,0,15,21,"R",6
"4445",4445,199,34,418,3,14,4,"4",1
"4446",4446,199,83,300,0,7,22,"R",38
"4447",4447,199,83,487,0,8,9,"9",13
"4448",4448,199,94,482,0,2,13,"R",22
"4449",4449,199,94,490,0,3,12,"N",60
"4450",4450,199,111,458,1,21,6,"6",11
"4451",4451,199,111,404,4,20,3,"3",1
"4452",4452,199,117,438,2,9,5,"5",1
"4453",4453,199,117,478,0,10,8,"8",12
"4454",4454,199,122,345,0,24,11,"11",18
"4455",4455,199,122,488,0,25,20,"R",32
"4456",4456,199,123,443,9,11,1,"1",1
"4457",4457,199,123,481,0,12,7,"7",11
"4458",4458,199,124,469,0,17,17,"R",7
"4459",4459,199,125,484,0,18,18,"R",78
"4460",4460,199,125,486,0,19,16,"R",48
"4461",4461,199,125,468,0,27,14,"R",5
"4462",4462,200,7,474,0,6,20,"F",79
"4463",4463,200,7,485,0,5,14,"R",3
"4464",4464,200,7,464,4,4,3,"3",1
"4465",4465,200,34,394,0,14,11,"R",106
"4466",4466,200,34,418,0,15,9,"9",14
"4467",4467,200,34,502,0,16,19,"F",79
"4468",4468,200,83,487,0,8,10,"10",14
"4469",4469,200,83,300,0,7,18,"R",3
"4470",4470,200,94,482,2,1,5,"5",11
"4471",4471,200,94,490,0,2,16,"R",65
"4472",4472,200,111,404,0,20,13,"R",24
"4473",4473,200,111,458,0,21,12,"R",24
"4474",4474,200,117,438,3,9,4,"4",1
"4475",4475,200,117,478,0,10,15,"R",3
"4476",4476,200,122,345,0,22,7,"7",11
"4477",4477,200,122,488,1,24,6,"6",11
"4478",4478,200,123,481,0,12,17,"R",3
"4479",4479,200,123,443,9,11,1,"1",1
"4480",4480,200,125,486,0,18,21,"F",79
"4481",4481,200,125,497,0,28,22,"F",79
"4482",4482,200,125,468,0,27,8,"8",13
"4483",4483,200,125,484,6,17,2,"2",1
"4484",4484,201,7,464,9,2,1,"1",1
"4485",4485,201,7,485,4,3,3,"3",11
"4486",4486,201,7,474,0,4,21,"R",48
"4487",4487,201,34,502,0,10,7,"7",14
"4488",4488,201,34,394,1,9,6,"6",12
"4489",4489,201,34,418,6,8,2,"2",1
"4490",4490,201,83,487,0,25,17,"R",22
"4491",4491,201,83,300,0,24,10,"10",15
"4492",4492,201,94,490,0,14,20,"D",2
"4493",4493,201,111,404,0,20,23,"R",20
"4494",4494,201,111,458,0,21,9,"9",15
"4495",4495,201,117,478,0,28,15,"N",60
"4496",4496,201,117,438,0,26,12,"12",17
"4497",4497,201,122,345,2,23,5,"5",12
"4498",4498,201,122,488,0,29,19,"D",2
"4499",4499,201,122,495,0,30,8,"8",15
"4500",4500,201,123,443,0,5,11,"11",15
"4501",4501,201,123,481,0,6,18,"R",3
"4502",4502,201,125,468,0,31,13,"N",60
"4503",4503,201,125,497,0,22,14,"N",60
"4504",4504,201,125,486,0,19,16,"R",5
"4505",4505,201,125,484,3,16,4,"4",12
"4506",4506,201,126,491,0,15,22,"R",3
"4507",4507,202,7,485,0,5,19,"R",3
"4508",4508,202,7,464,0,4,22,"R",5
"4509",4509,202,34,502,0,16,10,"10",11
"4510",4510,202,34,394,3,14,4,"4",1
"4511",4511,202,34,418,0,15,18,"R",78
"4512",4512,202,83,300,0,7,16,"R",106
"4513",4513,202,83,487,0,8,12,"12",51
"4514",4514,202,94,482,4,1,3,"3",1
"4515",4515,202,94,490,1,2,6,"6",1
"4516",4516,202,111,404,2,20,5,"5",1
"4517",4517,202,111,458,0,21,7,"7",1
"4518",4518,202,117,478,0,10,9,"9",11
"4519",4519,202,117,438,0,9,21,"R",78
"4520",4520,202,122,488,0,24,11,"11",12
"4521",4521,202,122,345,0,22,8,"8",1
"4522",4522,202,123,443,9,11,1,"1",1
"4523",4523,202,123,481,6,12,2,"2",1
"4524",4524,202,124,484,0,17,20,"R",5
"4525",4525,202,124,469,0,19,17,"R",5
"4526",4526,202,125,503,0,34,13,"13",15
"4527",4527,202,125,468,0,27,15,"R",6
"4528",4528,202,125,493,0,28,14,"N",60
"4529",4529,202,125,486,0,18,23,"R",48
"4530",4530,203,7,485,0,5,17,"R",51
"4531",4531,203,7,464,0,4,16,"R",5
"4532",4532,203,34,502,0,17,8,"8",12
"4533",4533,203,34,394,0,16,9,"9",12
"4534",4534,203,83,300,0,7,23,"R",3
"4535",4535,203,83,487,0,8,12,"12",6
"4536",4536,203,94,482,4,1,3,"3",1
"4537",4537,203,94,434,0,2,22,"R",5
"4538",4538,203,111,458,0,22,7,"7",12
"4539",4539,203,111,404,0,21,18,"R",5
"4540",4540,203,117,438,0,9,19,"R",5
"4541",4541,203,117,450,0,11,24,"R",3
"4542",4542,203,117,478,0,10,15,"R",5
"4543",4543,203,122,470,0,25,20,"R",22
"4544",4544,203,122,345,1,23,6,"6",11
"4545",4545,203,122,488,2,24,5,"5",11
"4546",4546,203,123,481,0,14,10,"10",13
"4547",4547,203,123,443,9,12,1,"1",1
"4548",4548,203,124,469,0,19,14,"N",60
"4549",4549,203,125,468,3,26,4,"4",11
"4550",4550,203,125,484,6,18,2,"2",1
"4551",4551,203,125,498,0,6,21,"R",51
"4552",4552,203,125,483,0,20,11,"11",13
"4553",4553,203,126,490,0,3,13,"N",60
"4554",4554,204,7,485,4,6,3,"3",1
"4555",4555,204,7,464,0,4,22,"R",3
"4556",4556,204,7,474,3,5,4,"4",1
"4557",4557,204,34,394,0,21,14,"D",2
"4558",4558,204,34,502,0,23,20,"R",5
"4559",4559,204,34,467,0,22,11,"11",11
"4560",4560,204,83,487,1,25,6,"6",1
"4561",4561,204,83,300,0,24,9,"9",1
"4562",4562,204,94,490,0,9,8,"8",1
"4563",4563,204,94,482,0,8,13,"R",44
"4564",4564,204,111,404,0,10,15,"R",3
"4565",4565,204,117,478,0,20,17,"R",3
"4566",4566,204,117,438,0,18,18,"R",93
"4567",4567,204,117,239,0,27,23,"F",79
"4568",4568,204,122,345,0,7,7,"7",1
"4569",4569,204,122,488,0,12,10,"10",11
"4570",4570,204,123,481,6,3,2,"2",1
"4571",4571,204,123,443,9,2,1,"1",1
"4572",4572,204,124,469,0,16,21,"R",96
"4573",4573,204,124,483,0,17,12,"12",12
"4574",4574,204,125,498,0,28,19,"D",2
"4575",4575,204,125,484,2,15,5,"5",1
"4576",4576,204,125,468,0,14,16,"R",22
"4577",4577,205,7,464,0,4,16,"R",5
"4578",4578,205,7,485,0,5,19,"R",5
"4579",4579,205,34,496,0,16,11,"11",12
"4580",4580,205,34,502,0,15,20,"R",78
"4581",4581,205,34,478,0,23,10,"10",12
"4582",4582,205,34,394,9,14,1,"1",1
"4583",4583,205,83,300,2,7,5,"5",1
"4584",4584,205,83,487,4,8,3,"3",1
"4585",4585,205,94,482,6,2,2,"2",1
"4586",4586,205,94,490,3,3,4,"4",1
"4587",4587,205,117,239,0,28,22,"R",93
"4588",4588,205,117,438,0,9,21,"R",5
"4589",4589,205,117,450,0,10,9,"9",11
"4590",4590,205,122,345,0,22,18,"R",5
"4591",4591,205,122,488,0,24,7,"7",1
"4592",4592,205,123,443,0,11,15,"R",84
"4593",4593,205,123,481,0,12,14,"R",5
"4594",4594,205,124,483,0,19,12,"12",13
"4595",4595,205,125,498,0,27,13,"N",60
"4596",4596,205,125,468,1,25,6,"6",1
"4597",4597,205,125,484,0,17,8,"8",11
"4598",4598,205,125,494,0,26,17,"R",62
"4599",4599,206,7,464,0,3,17,"R",5
"4600",4600,206,7,485,0,4,16,"R",5
"4601",4601,206,34,478,9,18,1,"1",1
"4602",4602,206,34,496,0,21,22,"R",5
"4603",4603,206,34,502,2,19,5,"5",1
"4604",4604,206,34,394,0,20,9,"9",12
"4605",4605,206,83,300,0,10,11,"R",6
"4606",4606,206,83,487,0,11,20,"R",22
"4607",4607,206,111,404,1,12,6,"6",1
"4608",4608,206,117,239,0,28,10,"10",14
"4609",4609,206,117,450,0,14,7,"7",1
"4610",4610,206,121,449,0,27,21,"R",22
"4611",4611,206,122,488,0,8,24,"R",3
"4612",4612,206,122,408,3,9,4,"4",1
"4613",4613,206,122,345,0,7,23,"R",5
"4614",4614,206,123,443,0,30,18,"R",5
"4615",4615,206,123,481,4,2,3,"3",1
"4616",4616,206,124,469,0,23,15,"R",5
"4617",4617,206,125,498,0,24,13,"R",5
"4618",4618,206,125,484,6,25,2,"2",1
"4619",4619,206,125,483,0,22,19,"R",10
"4620",4620,206,125,492,0,26,12,"N",60
"4621",4621,206,125,468,0,16,14,"R",22
"4622",4622,206,126,482,0,5,8,"8",11
"4623",4623,207,7,474,0,6,13,"13",14
"4624",4624,207,7,464,0,4,8,"8",12
"4625",4625,207,7,485,0,5,22,"R",3
"4626",4626,207,34,502,0,16,25,"R",3
"4627",4627,207,34,496,0,31,12,"12",14
"4628",4628,207,34,394,0,14,9,"9",13
"4629",4629,207,34,478,0,15,14,"14",15
"4630",4630,207,34,476,0,28,15,"15",15
"4631",4631,207,83,487,0,8,24,"R",78
"4632",4632,207,83,500,0,26,26,"F",79
"4633",4633,207,83,300,0,37,23,"R",3
"4634",4634,207,94,490,2,3,5,"5",11
"4635",4635,207,94,482,0,2,7,"7",12
