"driver_Standings_ID","race_ID","driver_ID","points","position","position_Text","wins","constructor_ID"
7037,116,405,0,22,"22",0,74
7038,116,321,12,5,"5",0,74
7039,116,394,1,12,"12",0,74
7040,116,2,0,18,"18",0,74
7041,116,300,13,3,"3",1,74
7042,116,290,0,30,"30",0,74
7043,116,277,0,26,"26",0,74
7044,116,353,14,2,"2",0,74
7045,116,226,3,9,"9",0,74
7046,116,373,2,11,"11",0,74
7047,116,403,0,32,"32",0,74
7048,116,404,0,17,"17",0,74
7049,116,323,3,8,"8",0,74
7050,116,276,10,6,"6",0,74
7051,116,362,0,23,"23",0,74
7052,116,372,0,27,"27",0,74
7053,116,419,1,16,"16",0,74
7054,116,304,1,15,"15",0,74
7055,117,321,12,5,"5",0,74
7056,117,277,0,28,"28",0,74
7057,117,266,1,16,"16",0,74
7058,117,372,0,31,"31",0,74
7059,117,309,0,36,"36",0,74
7060,117,413,3,10,"10",0,74
7061,117,323,3,9,"9",0,74
7062,117,404,0,18,"18",0,74
7063,117,226,3,8,"8",0,74
7064,117,353,18,3,"3",0,74
7065,117,405,0,24,"24",0,74
7066,117,345,22,2,"2",1,74
7067,117,373,2,13,"13",0,74
7068,117,290,0,30,"30",0,74
7069,117,380,8,7,"7",0,74
7070,117,394,1,14,"14",0,74
7071,117,419,1,17,"17",0,74
7072,117,88,0,35,"35",0,74
7073,117,382,0,37,"37",0,74
7074,117,2,0,19,"19",0,74
7075,117,354,3,12,"12",0,74
7076,117,276,10,6,"6",0,74
7077,117,339,0,34,"34",0,74
7078,117,403,0,33,"33",0,74
7079,117,269,0,23,"23",0,74
7080,117,417,0,32,"32",0,74
7081,117,392,0,20,"20",0,74
7082,117,351,0,26,"26",0,74
7083,117,408,0,21,"21",0,74
7084,117,334,42,1,"1",4,74
7085,117,304,1,15,"15",0,74
7086,117,314,0,27,"27",0,74
7087,117,239,3,11,"11",0,74
7088,117,363,0,22,"22",0,74
7089,117,326,0,29,"29",0,74
7090,117,300,13,4,"4",1,74
7091,117,362,0,25,"25",0,74
7092,118,351,0,29,"29",0,74
7093,118,339,0,35,"35",0,74
7094,118,290,0,32,"32",0,74
7095,118,402,0,42,"42",0,74
7096,118,239,3,11,"11",0,74
7097,118,392,0,21,"21",0,74
7098,118,408,0,20,"20",0,74
7099,118,380,9,7,"7",0,74
7100,118,321,12,6,"6",0,74
7101,118,314,0,30,"30",0,74
7102,118,334,51,1,"1",5,74
7103,118,88,0,36,"36",0,74
7104,118,403,0,34,"34",0,74
7105,118,417,0,33,"33",0,74
7106,118,390,0,41,"41",0,74
7107,118,345,22,3,"3",1,74
7108,118,394,1,14,"14",0,74
7109,118,413,3,10,"10",0,74
7110,118,363,0,22,"22",0,74
7111,118,372,0,28,"28",0,74
7112,118,379,0,40,"40",0,74
7113,118,304,1,15,"15",0,74
7114,118,360,0,43,"43",0,74
7115,118,412,0,38,"38",0,74
7116,118,266,1,16,"16",0,74
7117,118,353,24,2,"2",0,74
7118,118,309,0,37,"37",0,74
7119,118,269,0,24,"24",0,74
7120,118,276,14,4,"4",0,74
7121,118,373,2,13,"13",0,74
7122,118,404,0,18,"18",0,74
7123,118,2,0,19,"19",0,74
7124,118,421,0,27,"27",0,74
7125,118,382,0,39,"39",0,74
7126,118,354,3,12,"12",0,74
7127,118,226,5,9,"9",0,74
7128,118,323,6,8,"8",0,74
7129,118,405,0,25,"25",0,74
7130,118,362,0,26,"26",0,74
7131,118,419,1,17,"17",0,74
7132,118,326,0,31,"31",0,74
7133,118,277,0,23,"23",0,74
7134,118,300,13,5,"5",1,74
7135,119,413,3,11,"11",0,74
7136,119,390,0,47,"47",0,74
7137,119,345,22,4,"4",1,74
7138,119,359,0,37,"37",0,74
7139,119,421,0,28,"28",0,74
7140,119,351,0,30,"30",0,74
7141,119,373,4,10,"10",0,74
7142,119,412,0,44,"44",0,74
7143,119,379,0,46,"46",0,74
7144,119,277,0,24,"24",0,74
7145,119,408,0,21,"21",0,74
7146,119,323,6,9,"9",0,74
7147,119,360,0,49,"49",0,74
7148,119,239,3,12,"12",0,74
7149,119,405,0,26,"26",0,74
7150,119,407,0,19,"19",0,74
7151,119,93,0,33,"33",0,74
7152,119,309,0,43,"43",0,74
7153,119,290,0,34,"34",0,74
7154,119,422,0,42,"42",0,74
7155,119,269,0,25,"25",0,74
7156,119,392,0,22,"22",0,74
7157,119,356,0,39,"39",0,74
7158,119,304,1,16,"16",0,74
7159,119,300,22,3,"3",2,74
7160,119,339,0,40,"40",0,74
7161,119,2,0,20,"20",0,74
7162,119,380,9,7,"7",0,74
7163,119,417,0,36,"36",0,74
7164,119,403,0,38,"38",0,74
7165,119,276,14,5,"5",0,74
7166,119,354,3,13,"13",0,74
7167,119,321,12,6,"6",0,74
7168,119,404,0,18,"18",0,74
7169,119,394,1,15,"15",0,74
7170,119,334,51,1,"1",5,74
7171,119,419,1,17,"17",0,74
7172,119,362,0,27,"27",0,74
7173,119,326,0,32,"32",0,74
7174,119,266,2,14,"14",0,74
7175,119,382,0,45,"45",0,74
7176,119,363,0,23,"23",0,74
7177,119,314,0,31,"31",0,74
7178,119,353,28,2,"2",0,74
7179,119,226,8,8,"8",0,74
7180,119,402,0,48,"48",0,74
7181,119,418,0,35,"35",0,74
7182,119,372,0,29,"29",0,74
7183,119,88,0,41,"41",0,74
7184,120,353,29,2,"2",0,74
7185,120,276,14,5,"5",0,74
7186,120,421,0,30,"30",0,74
7187,120,339,0,42,"42",0,74
7188,120,418,0,36,"36",0,74
7189,120,422,0,44,"44",0,74
7190,120,380,9,8,"8",0,74
7191,120,360,0,52,"52",0,74
7192,120,93,0,35,"35",0,74
7193,120,414,0,45,"45",0,74
7194,120,326,0,34,"34",0,74
7195,120,392,0,23,"23",0,74
7196,120,314,0,33,"33",0,74
7197,120,363,0,24,"24",0,74
7198,120,404,0,18,"18",0,74
7199,120,403,0,39,"39",0,74
7200,120,239,5,10,"10",0,74
7201,120,300,25,3,"3",2,74
7202,120,323,6,9,"9",0,74
7203,120,266,2,14,"14",0,74
7204,120,309,0,46,"46",0,74
7205,120,420,0,27,"27",0,74
7206,120,226,14,6,"6",0,74
7207,120,407,0,20,"20",0,74
7208,120,359,0,19,"19",0,74
7209,120,2,0,21,"21",0,74
7210,120,413,3,12,"12",0,74
7211,120,304,1,16,"16",0,74
7212,120,405,0,28,"28",0,74
7213,120,379,0,49,"49",0,74
7214,120,408,0,22,"22",0,74
7215,120,419,1,17,"17",0,74
7216,120,88,0,43,"43",0,74
7217,120,290,0,37,"37",0,74
7218,120,334,54,1,"1",6,74
7219,120,382,0,48,"48",0,74
7220,120,269,0,26,"26",0,74
7221,120,345,22,4,"4",1,74
7222,120,351,0,32,"32",0,74
7223,120,402,0,51,"51",0,74
7224,120,417,0,38,"38",0,74
7225,120,394,1,15,"15",0,74
7226,120,277,0,25,"25",0,74
7227,120,390,0,50,"50",0,74
7228,120,354,3,13,"13",0,74
7229,120,373,4,11,"11",0,74
7230,120,356,0,40,"40",0,74
7231,120,410,0,41,"41",0,74
7232,120,321,13,7,"7",0,74
7233,120,412,0,47,"47",0,74
7234,120,372,0,31,"31",0,74
7235,120,362,0,29,"29",0,74
7236,121,379,0,59,"59",0,74
7237,121,363,0,25,"25",0,74
7238,121,400,0,45,"45",0,74
7239,121,372,0,35,"35",0,74
7240,121,405,0,30,"30",0,74
7241,121,402,0,61,"61",0,74
7242,121,406,0,31,"31",0,74
7243,121,404,0,18,"18",0,74
7244,121,412,0,57,"57",0,74
7245,121,354,3,13,"13",0,74
7246,121,269,0,27,"27",0,74
7247,121,88,0,53,"53",0,74
7248,121,384,0,24,"24",0,74
7249,121,411,0,48,"48",0,74
7250,121,353,29,3,"3",0,74
7251,121,309,0,56,"56",0,74
7252,121,276,17,6,"6",0,74
7253,121,394,1,15,"15",0,74
7254,121,266,2,14,"14",0,74
7255,121,403,0,47,"47",0,74
7256,121,360,0,62,"62",0,74
7257,121,382,0,58,"58",0,74
7258,121,290,0,41,"41",0,74
7259,121,391,0,28,"28",0,74
7260,121,239,6,11,"11",0,74
7261,121,362,0,32,"32",0,74
7262,121,396,0,46,"46",0,74
7263,121,380,9,8,"8",0,74
7264,121,390,0,60,"60",0,74
7265,121,417,0,44,"44",0,74
7266,121,359,0,19,"19",0,74
7267,121,314,0,37,"37",0,74
7268,121,421,0,33,"33",0,74
7269,121,409,0,42,"42",0,74
7270,121,415,0,34,"34",0,74
7271,121,416,0,43,"43",0,74
7272,121,422,0,54,"54",0,74
7273,121,407,0,20,"20",0,74
7274,121,373,6,10,"10",0,74
7275,121,410,0,50,"50",0,74
7276,121,2,0,21,"21",0,74
7277,121,383,0,51,"51",0,74
7278,121,334,54,1,"1",7,74
7279,121,408,0,22,"22",0,74
7280,121,326,0,38,"38",0,74
7281,121,351,0,36,"36",0,74
7282,121,339,0,52,"52",0,74
7283,121,321,19,5,"5",0,74
7284,121,323,6,9,"9",0,74
7285,121,277,0,26,"26",0,74
7286,121,304,1,16,"16",0,74
7287,121,356,0,49,"49",0,74
7288,121,418,0,40,"40",0,74
7289,121,414,0,55,"55",0,74
7290,121,419,1,17,"17",0,74
7291,121,413,3,12,"12",0,74
7292,121,300,29,2,"2",2,74
7293,121,420,0,29,"29",0,74
7294,121,93,0,39,"39",0,74
7295,121,345,22,4,"4",1,74
7296,121,226,14,7,"7",0,74
7297,121,392,0,23,"23",0,74
7298,122,408,1,6,"6",0,34
7299,122,353,6,2,"2",0,34
7300,122,304,0,16,"16",0,34
7301,122,321,0,11,"11",0,34
7302,122,300,9,1,"1",1,34
7303,122,404,0,17,"17",0,34
7304,122,427,0,18,"18",0,34
7305,122,88,0,21,"21",0,34
7306,122,373,0,10,"10",0,34
7307,122,345,0,15,"15",0,34
7308,122,405,0,7,"7",0,34
7309,122,226,0,13,"13",0,34
7310,122,323,0,20,"20",0,34
7311,122,403,4,3,"3",0,34
7312,122,277,0,9,"9",0,34
7313,122,380,0,23,"23",0,34
7314,122,276,0,14,"14",0,34
7315,122,2,0,12,"12",0,34
7316,122,363,0,19,"19",0,34
7317,122,334,3,4,"4",0,34
7318,122,372,0,22,"22",0,34
7319,122,239,2,5,"5",0,34
7320,122,394,0,8,"8",0,34
7321,123,239,2,6,"6",0,74
7322,123,345,6,5,"5",0,74
7323,123,266,0,19,"19",0,74
7324,123,300,12,2,"2",1,74
7325,123,276,0,10,"10",0,74
7326,123,373,0,13,"13",0,74
7327,123,304,0,18,"18",0,74
7328,123,380,0,20,"20",0,74
7329,123,372,0,14,"14",0,74
7330,123,403,8,3,"3",0,74
7331,123,353,6,4,"4",0,74
7332,123,363,0,22,"22",0,74
7333,123,334,12,1,"1",1,74
7334,123,394,0,12,"12",0,74
7335,123,226,0,17,"17",0,74
7336,123,405,1,8,"8",0,74
7337,123,427,0,21,"21",0,74
7338,123,404,2,7,"7",0,74
7339,123,88,0,24,"24",0,74
7340,123,2,0,16,"16",0,74
7341,123,321,0,15,"15",0,74
7342,123,323,0,23,"23",0,74
7343,123,277,0,11,"11",0,74
7344,123,408,1,9,"9",0,74
7345,124,276,6,5,"5",0,74
7346,124,304,0,13,"13",0,74
7347,124,277,0,14,"14",0,74
7348,124,380,0,22,"22",0,74
7349,124,321,1,12,"12",0,74
7350,124,403,8,4,"4",0,74
7351,124,353,9,3,"3",0,74
7352,124,300,14,2,"2",1,74
7353,124,373,0,17,"17",0,74
7354,124,405,1,10,"10",0,74
7355,124,2,0,19,"19",0,74
7356,124,404,2,9,"9",0,74
7357,124,323,0,18,"18",0,74
7358,124,239,2,8,"8",0,74
7359,124,372,0,15,"15",0,74
7360,124,266,0,21,"21",0,74
7361,124,345,6,6,"6",0,74
7362,124,394,0,16,"16",0,74
7363,124,226,4,7,"7",0,74
7364,124,408,1,11,"11",0,74
7365,124,427,0,23,"23",0,74
7366,124,88,0,20,"20",0,74
7367,124,363,0,24,"24",0,74
7368,124,334,21,1,"1",2,74
7369,125,408,1,12,"12",0,74
7370,125,353,11,3,"3",0,74
7371,125,300,20,2,"2",1,74
7372,125,2,0,19,"19",0,74
7373,125,266,0,21,"21",0,74
7374,125,226,8,6,"6",0,74
7375,125,88,0,20,"20",0,74
7376,125,427,0,23,"23",0,74
7377,125,403,11,4,"4",0,74
7378,125,405,1,11,"11",0,74
7379,125,394,0,16,"16",0,74
7380,125,277,0,13,"13",0,74
7381,125,372,0,15,"15",0,74
7382,125,404,2,10,"10",0,74
7383,125,304,0,14,"14",0,74
7384,125,334,21,1,"1",2,74
7385,125,380,0,22,"22",0,74
7386,125,373,0,17,"17",0,74
7387,125,239,2,9,"9",0,74
7388,125,276,7,7,"7",0,74
7389,125,363,0,24,"24",0,74
7390,125,323,0,18,"18",0,74
7391,125,345,6,8,"8",0,74
7392,125,321,10,5,"5",1,74
7393,126,304,0,15,"15",0,74
7394,126,423,0,21,"21",0,74
7395,126,239,2,10,"10",0,74
7396,126,373,2,9,"9",0,74
7397,126,277,1,13,"13",0,74
7398,126,345,10,7,"7",0,74
7399,126,334,30,1,"1",3,74
7400,126,226,11,5,"5",0,74
7401,126,424,0,29,"29",0,74
7402,126,363,0,27,"27",0,74
7403,126,300,26,2,"2",1,74
7404,126,380,0,24,"24",0,74
7405,126,421,0,18,"18",0,74
7406,126,372,0,16,"16",0,74
7407,126,321,10,6,"6",1,74
7408,126,405,1,12,"12",0,74
7409,126,276,7,8,"8",0,74
7410,126,266,0,25,"25",0,74
7411,126,353,11,3,"3",0,74
7412,126,2,0,20,"20",0,74
7413,126,427,0,23,"23",0,74
7414,126,425,0,28,"28",0,74
7415,126,323,0,19,"19",0,74
7416,126,403,11,4,"4",0,74
7417,126,408,1,14,"14",0,74
7418,126,417,0,26,"26",0,74
7419,126,88,0,22,"22",0,74
7420,126,394,0,17,"17",0,74
7421,126,404,2,11,"11",0,74
7422,127,321,10,7,"7",1,74
7423,127,88,0,26,"26",0,74
7424,127,403,11,5,"5",0,74
7425,127,404,2,12,"12",0,74
7426,127,334,30,2,"2",3,74
7427,127,300,32,1,"1",1,74
7428,127,353,11,4,"4",0,74
7429,127,323,0,22,"22",0,74
7430,127,405,1,14,"14",0,74
7431,127,413,0,21,"21",0,74
7432,127,425,0,31,"31",0,74
7433,127,226,11,6,"6",0,74
7434,127,394,3,10,"10",0,74
7435,127,2,2,13,"13",0,74
7436,127,194,0,28,"28",0,74
7437,127,363,0,30,"30",0,74
7438,127,424,0,32,"32",0,74
7439,127,427,0,24,"24",0,74
7440,127,276,7,8,"8",0,74
7441,127,266,0,27,"27",0,74
7442,127,372,0,20,"20",0,74
7443,127,345,19,3,"3",1,74
7444,127,380,1,17,"17",0,74
7445,127,373,6,9,"9",0,74
7446,127,304,0,18,"18",0,74
7447,127,423,0,25,"25",0,74
7448,127,277,1,15,"15",0,74
7449,127,429,0,23,"23",0,74
7450,127,421,0,19,"19",0,74
7451,127,408,1,16,"16",0,74
7452,127,239,2,11,"11",0,74
7453,127,417,0,29,"29",0,74
7454,128,276,7,9,"9",0,74
7455,128,321,10,8,"8",1,74
7456,128,88,0,27,"27",0,74
7457,128,380,4,11,"11",0,74
7458,128,300,32,1,"1",1,74
7459,128,408,1,18,"18",0,74
7460,128,373,15,5,"5",1,74
7461,128,403,11,7,"7",0,74
7462,128,277,1,17,"17",0,74
7463,128,239,3,13,"13",0,74
7464,128,394,3,12,"12",0,74
7465,128,413,0,22,"22",0,74
7466,128,425,0,32,"32",0,74
7467,128,323,2,14,"14",0,74
7468,128,424,0,33,"33",0,74
7469,128,304,0,20,"20",0,74
7470,128,427,0,24,"24",0,74
7471,128,334,30,2,"2",3,74
7472,128,363,0,31,"31",0,74
7473,128,353,17,4,"4",0,74
7474,128,372,0,19,"19",0,74
7475,128,405,5,10,"10",0,74
7476,128,345,19,3,"3",1,74
7477,128,2,2,16,"16",0,74
7478,128,421,0,21,"21",0,74
7479,128,429,0,23,"23",0,74
7480,128,226,11,6,"6",0,74
7481,128,417,0,30,"30",0,74
7482,128,266,0,28,"28",0,74
7483,128,194,0,29,"29",0,74
7484,128,423,0,25,"25",0,74
7485,128,404,2,15,"15",0,74
7486,128,428,0,26,"26",0,74
7487,129,353,20,4,"4",0,74
7488,129,380,4,11,"11",0,74
7489,129,226,11,7,"7",0,74
7490,129,363,0,33,"33",0,74
7491,129,326,0,29,"29",0,74
7492,129,239,3,14,"14",0,74
7493,129,304,0,21,"21",0,74
7494,129,426,0,34,"34",0,74
7495,129,421,1,19,"19",0,74
7496,129,384,0,36,"36",0,74
7497,129,277,1,17,"17",0,74
7498,129,321,10,9,"9",1,74
7499,129,419,0,23,"23",0,74
7500,129,266,0,30,"30",0,74
7501,129,372,0,20,"20",0,74
7502,129,323,4,12,"12",0,74
7503,129,194,0,32,"32",0,74
7504,129,417,0,31,"31",0,74
7505,129,300,32,1,"1",1,74
7506,129,394,3,13,"13",0,74
7507,129,404,2,15,"15",0,74
7508,129,425,0,35,"35",0,74
7509,129,405,5,10,"10",0,74
7510,129,403,11,8,"8",0,74
7511,129,2,2,16,"16",0,74
7512,129,408,1,18,"18",0,74
7513,129,334,30,2,"2",3,74
7514,129,424,0,37,"37",0,74
7515,129,373,19,5,"5",1,74
7516,129,88,0,28,"28",0,74
7517,129,276,13,6,"6",0,74
7518,129,413,0,22,"22",0,74
7519,129,423,0,26,"26",0,74
7520,129,345,28,3,"3",2,74
7521,129,428,0,27,"27",0,74
7522,129,429,0,25,"25",0,74
7523,129,427,0,24,"24",0,74
7524,130,334,30,3,"3",3,74
7525,130,427,0,25,"25",0,74
7526,130,194,0,34,"34",0,74
7527,130,408,1,20,"20",0,74
7528,130,404,2,15,"15",0,74
7529,130,428,0,28,"28",0,74
7530,130,417,0,33,"33",0,74
7531,130,372,0,22,"22",0,74
7532,130,321,10,9,"9",1,74
7533,130,276,13,6,"6",0,74
7534,130,226,11,7,"7",0,74
7535,130,419,0,24,"24",0,74
7536,130,326,0,31,"31",0,74
7537,130,277,1,18,"18",0,74
7538,130,300,39,1,"1",2,74
7539,130,304,1,19,"19",0,74
7540,130,423,0,27,"27",0,74
7541,130,413,0,23,"23",0,74
7542,130,425,0,37,"37",0,74
7543,130,2,2,16,"16",0,74
7544,130,345,34,2,"2",2,74
7545,130,363,0,35,"35",0,74
7546,130,429,0,26,"26",0,74
7547,130,394,7,10,"10",0,74
7548,130,421,1,21,"21",0,74
7549,130,405,5,11,"11",0,74
7550,130,323,4,13,"13",0,74
7551,130,266,0,32,"32",0,74
7552,130,356,2,17,"17",0,74
7553,130,424,0,39,"39",0,74
7554,130,380,4,12,"12",0,74
7555,130,426,0,36,"36",0,74
7556,130,373,19,5,"5",1,74
7557,130,353,23,4,"4",0,74
7558,130,359,0,29,"29",0,74
7559,130,239,3,14,"14",0,74
7560,130,88,0,30,"30",0,74
7561,130,384,0,38,"38",0,74
7562,130,403,11,8,"8",0,74
7563,131,345,40,1,"1",2,74
7564,131,356,2,18,"18",0,74
7565,131,300,39,2,"2",2,74
7566,131,326,0,33,"33",0,74
7567,131,417,0,35,"35",0,74
7568,131,424,0,41,"41",0,74
7569,131,321,19,6,"6",2,74
7570,131,266,0,34,"34",0,74
7571,131,194,0,36,"36",0,74
7572,131,380,4,13,"13",0,74
7573,131,427,0,27,"27",0,74
7574,131,408,1,21,"21",0,74
7575,131,394,7,10,"10",0,74
7576,131,384,0,40,"40",0,74
7577,131,359,0,28,"28",0,74
7578,131,429,0,29,"29",0,74
7579,131,373,23,4,"4",1,74
7580,131,404,2,16,"16",0,74
7581,131,226,11,8,"8",0,74
7582,131,276,13,7,"7",0,74
7583,131,239,3,15,"15",0,74
7584,131,88,0,32,"32",0,74
7585,131,413,0,24,"24",0,74
7586,131,405,5,11,"11",0,74
7587,131,334,32,3,"3",3,74
7588,131,428,0,31,"31",0,74
7589,131,277,1,19,"19",0,74
7590,131,372,0,23,"23",0,74
7591,131,420,0,26,"26",0,74
7592,131,419,0,25,"25",0,74
7593,131,426,0,38,"38",0,74
7594,131,403,11,9,"9",0,74
7595,131,363,0,37,"37",0,74
7596,131,425,0,39,"39",0,74
7597,131,304,1,20,"20",0,74
7598,131,423,0,30,"30",0,74
7599,131,421,4,12,"12",0,74
7600,131,2,2,17,"17",0,74
7601,131,353,23,5,"5",0,74
7602,131,418,1,22,"22",0,74
7603,131,323,4,14,"14",0,74
7604,132,428,0,18,"18",0,74
7605,132,345,6,2,"2",0,74
7606,132,239,0,17,"17",0,74
7607,132,409,0,10,"10",0,74
7608,132,421,3,4,"4",0,74
7609,132,384,0,19,"19",0,74
7610,132,300,4,3,"3",0,74
7611,132,334,9,1,"1",1,74
7612,132,321,0,20,"20",0,74
7613,132,437,0,9,"9",0,74
7614,132,416,0,14,"14",0,74
7615,132,415,0,24,"24",0,74
7616,132,432,0,31,"31",0,74
7617,132,443,1,6,"6",0,74
7618,132,439,0,26,"26",0,74
7619,132,434,0,28,"28",0,74
7620,132,405,0,16,"16",0,74
7621,132,406,0,21,"21",0,74
7622,132,383,0,22,"22",0,74
7623,132,394,0,7,"7",0,74
7624,132,435,0,30,"30",0,74
7625,132,226,0,8,"8",0,74
7626,132,440,0,29,"29",0,74
7627,132,380,0,11,"11",0,74
7628,132,425,0,12,"12",0,74
7629,132,430,0,27,"27",0,74
7630,132,391,0,23,"23",0,74
7631,132,373,0,15,"15",0,74
7632,132,396,0,13,"13",0,74
7633,132,400,0,25,"25",0,74
7634,132,276,2,5,"5",0,74
7635,133,406,0,26,"26",0,34
7636,133,383,0,27,"27",0,34
7637,133,432,0,36,"36",0,34
7638,133,405,0,13,"13",0,34
7639,133,300,13,1,"1",1,34
7640,133,391,0,28,"28",0,34
7641,133,435,0,35,"35",0,34
7642,133,239,0,9,"9",0,34
7643,133,425,0,16,"16",0,34
7644,133,443,5,5,"5",0,34
7645,133,415,0,29,"29",0,34
7646,133,440,0,34,"34",0,34
7647,133,373,6,4,"4",0,34
7648,133,276,4,6,"6",0,34
7649,133,408,0,21,"21",0,34
7650,133,434,0,33,"33",0,34
7651,133,334,9,2,"2",1,34
7652,133,400,0,30,"30",0,34
7653,133,321,0,25,"25",0,34
7654,133,226,0,10,"10",0,34
7655,133,345,9,3,"3",0,34
7656,133,380,0,15,"15",0,34
7657,133,384,0,24,"24",0,34
7658,133,428,0,23,"23",0,34
7659,133,409,0,14,"14",0,34
7660,133,421,3,7,"7",0,34
7661,133,430,0,32,"32",0,34
7662,133,424,0,19,"19",0,34
7663,133,439,0,31,"31",0,34
7664,133,437,0,12,"12",0,34
7665,133,416,0,18,"18",0,34
7666,133,396,0,17,"17",0,34
7667,133,429,0,20,"20",0,34
7668,133,438,0,11,"11",0,34
7669,133,394,1,8,"8",0,34
7670,133,353,0,22,"22",0,34
7671,134,443,11,3,"3",0,74
7672,134,345,9,4,"4",0,74
7673,134,300,15,2,"2",1,74
7674,134,276,8,5,"5",0,74
7675,134,226,3,8,"8",0,74
7676,134,321,0,15,"15",0,74
7677,134,380,0,18,"18",0,74
7678,134,430,0,35,"35",0,74
7679,134,396,0,22,"22",0,74
7680,134,421,3,7,"7",0,74
7681,134,415,0,32,"32",0,74
7682,134,435,0,38,"38",0,74
7683,134,314,0,20,"20",0,74
7684,134,439,0,34,"34",0,74
7685,134,394,1,9,"9",0,74
7686,134,383,0,30,"30",0,74
7687,134,405,0,14,"14",0,74
7688,134,409,0,16,"16",0,74
7689,134,438,0,12,"12",0,74
7690,134,384,0,28,"28",0,74
7691,134,373,6,6,"6",0,74
7692,134,416,0,24,"24",0,74
7693,134,323,0,21,"21",0,74
7694,134,440,0,37,"37",0,74
7695,134,425,0,19,"19",0,74
7696,134,400,0,33,"33",0,74
7697,134,239,0,11,"11",0,74
7698,134,406,0,29,"29",0,74
7699,134,391,0,31,"31",0,74
7700,134,434,0,36,"36",0,74
7701,134,269,0,26,"26",0,74
7702,134,353,1,10,"10",0,74
7703,134,424,0,23,"23",0,74
7704,134,437,0,13,"13",0,74
7705,134,429,0,25,"25",0,74
7706,134,428,0,17,"17",0,74
7707,134,334,18,1,"1",2,74
7708,134,408,0,27,"27",0,74
7709,134,432,0,39,"39",0,74
7710,135,345,13,4,"4",0,74
7711,135,415,0,33,"33",0,74
7712,135,437,0,14,"14",0,74
7713,135,421,3,7,"7",0,74
7714,135,429,0,26,"26",0,74
7715,135,405,0,13,"13",0,74
7716,135,408,0,28,"28",0,74
7717,135,435,0,39,"39",0,74
7718,135,394,2,10,"10",0,74
7719,135,424,0,23,"23",0,74
7720,135,321,0,15,"15",0,74
7721,135,406,0,30,"30",0,74
7722,135,373,6,6,"6",0,74
7723,135,425,0,19,"19",0,74
7724,135,396,0,22,"22",0,74
7725,135,416,0,24,"24",0,74
7726,135,428,0,17,"17",0,74
7727,135,430,0,36,"36",0,74
7728,135,239,0,12,"12",0,74
7729,135,440,0,38,"38",0,74
7730,135,323,0,21,"21",0,74
7731,135,434,0,37,"37",0,74
7732,135,409,0,16,"16",0,74
7733,135,439,0,35,"35",0,74
7734,135,391,0,32,"32",0,74
7735,135,404,0,25,"25",0,74
7736,135,443,17,3,"3",0,74
7737,135,353,1,11,"11",0,74
7738,135,380,0,18,"18",0,74
7739,135,383,0,31,"31",0,74
7740,135,438,3,9,"9",0,74
7741,135,334,27,1,"1",3,74
7742,135,300,17,2,"2",1,74
7743,135,400,0,34,"34",0,74
7744,135,432,0,40,"40",0,74
7745,135,269,0,27,"27",0,74
7746,135,276,8,5,"5",0,74
7747,135,226,3,8,"8",0,74
7748,135,384,0,29,"29",0,74
7749,135,314,0,20,"20",0,74
7750,136,406,0,32,"32",0,74
7751,136,430,0,40,"40",0,74
7752,136,429,0,28,"28",0,74
7753,136,396,0,25,"25",0,74
7754,136,425,0,14,"14",0,74
7755,136,439,0,39,"39",0,74
7756,136,415,0,37,"37",0,74
7757,136,276,8,5,"5",0,74
7758,136,417,0,20,"20",0,74
7759,136,424,0,23,"23",0,74
7760,136,405,0,15,"15",0,74
7761,136,435,0,43,"43",0,74
7762,136,441,0,30,"30",0,74
7763,136,323,0,24,"24",0,74
7764,136,345,17,4,"4",0,74
7765,136,373,6,6,"6",0,74
7766,136,400,0,38,"38",0,74
7767,136,300,23,2,"2",1,74
7768,136,380,0,19,"19",0,74
7769,136,436,0,35,"35",0,74
7770,136,334,36,1,"1",4,74
7771,136,404,0,27,"27",0,74
7772,136,440,0,42,"42",0,74
7773,136,443,19,3,"3",0,74
7774,136,391,0,36,"36",0,74
7775,136,432,0,44,"44",0,74
7776,136,408,0,29,"29",0,74
7777,136,384,0,31,"31",0,74
7778,136,226,3,8,"8",0,74
7779,136,442,0,34,"34",0,74
7780,136,394,2,10,"10",0,74
7781,136,314,0,22,"22",0,74
7782,136,353,1,12,"12",0,74
7783,136,434,0,41,"41",0,74
7784,136,416,0,26,"26",0,74
7785,136,321,1,11,"11",0,74
7786,136,428,0,18,"18",0,74
7787,136,438,3,9,"9",0,74
7788,136,269,0,21,"21",0,74
7789,136,421,6,7,"7",0,74
7790,136,383,0,33,"33",0,74
7791,136,409,0,17,"17",0,74
7792,136,437,0,16,"16",0,74
7793,136,239,0,13,"13",0,74
7794,137,441,0,30,"30",0,74
7795,137,428,0,19,"19",0,74
7796,137,394,2,11,"11",0,74
7797,137,434,0,41,"41",0,74
7798,137,396,0,25,"25",0,74
7799,137,334,45,1,"1",5,74
7800,137,443,25,3,"3",0,74
7801,137,321,5,8,"8",0,74
7802,137,353,2,12,"12",0,74
7803,137,415,0,37,"37",0,74
7804,137,345,17,4,"4",0,74
7805,137,384,0,31,"31",0,74
7806,137,408,0,29,"29",0,74
7807,137,226,3,10,"10",0,74
7808,137,435,0,43,"43",0,74
7809,137,400,0,38,"38",0,74
7810,137,430,0,40,"40",0,74
7811,137,424,0,22,"22",0,74
