"result_ID","race_ID","driver_ID","constructor_ID","number","grid","position","position_Text","points","laps","time","milliseconds","fastest_Lap","rank","fastest_Lap_Time","fastest_Lap_Speed","fastest_Lap_Speed_Units","status_ID"
4658,208,463,117,31,22,10,"10",0,58,NA,NA,NA,NA,NA,NA,NA,11
4659,208,469,124,27,26,11,"11",0,57,NA,NA,NA,NA,NA,NA,NA,12
4660,208,404,111,11,8,12,"12",0,57,NA,NA,NA,NA,NA,NA,NA,12
4661,208,496,34,17,16,13,"13",0,57,NA,NA,NA,NA,NA,NA,NA,12
4662,208,499,34,28,24,14,"14",0,56,NA,NA,NA,NA,NA,NA,NA,13
4663,208,408,122,20,14,15,"15",0,54,NA,NA,NA,NA,NA,NA,NA,3
4664,208,239,117,29,28,16,"16",0,54,NA,NA,NA,NA,NA,NA,NA,58
4665,208,345,122,18,13,17,"17",0,54,NA,NA,NA,NA,NA,NA,NA,15
4666,208,497,125,33,25,18,"N",0,52,NA,NA,NA,NA,NA,NA,NA,60
4667,208,464,7,32,7,19,"R",0,49,NA,NA,NA,NA,NA,NA,NA,89
4668,208,482,94,2,2,20,"N",0,49,NA,NA,NA,NA,NA,NA,NA,60
4669,208,324,94,30,29,21,"N",0,49,NA,NA,NA,NA,NA,NA,NA,60
4670,208,438,117,7,3,22,"R",0,47,NA,NA,NA,NA,NA,NA,NA,3
4671,208,487,83,23,15,23,"R",0,41,NA,NA,NA,NA,NA,NA,NA,5
4672,208,500,83,24,27,24,"R",0,30,NA,NA,NA,NA,NA,NA,NA,22
4673,208,504,122,19,17,25,"R",0,15,NA,NA,NA,NA,NA,NA,NA,5
4674,208,468,125,21,20,26,"R",0,23,NA,NA,NA,NA,NA,NA,NA,5
4675,208,483,125,26,23,27,"R",0,11,NA,NA,NA,NA,NA,NA,NA,36
4676,208,490,94,3,9,28,"R",0,5,NA,NA,NA,NA,NA,NA,NA,23
4677,208,427,123,10,19,29,"R",0,1,NA,NA,NA,NA,NA,NA,NA,8
4678,209,443,123,21,2,1,"1",9,95,"01:57:59.100",7079100,NA,NA,NA,NA,NA,1
4679,209,438,117,17,4,2,"2",6,95,"01:58:25.060",7105060,NA,NA,NA,NA,NA,1
4680,209,464,7,8,8,3,"3",4,95,"01:58:58.490",7138490,NA,NA,NA,NA,NA,1
4681,209,485,7,9,6,4,"4",3,95,"01:59:05.820",7145820,NA,NA,NA,NA,NA,1
4682,209,487,122,19,11,5,"5",2,95,"01:59:08.210",7148210,NA,NA,NA,NA,NA,1
4683,209,484,119,14,10,6,"6",1,94,NA,NA,NA,NA,NA,NA,NA,11
4684,209,510,83,2,1,7,"7",0,93,NA,NA,NA,NA,NA,NA,NA,12
4685,209,468,119,23,15,8,"8",0,93,NA,NA,NA,NA,NA,NA,NA,12
4686,209,502,34,3,13,9,"9",0,93,NA,NA,NA,NA,NA,NA,NA,12
4687,209,496,34,7,19,10,"10",0,93,NA,NA,NA,NA,NA,NA,NA,12
4688,209,494,119,15,22,11,"11",0,93,NA,NA,NA,NA,NA,NA,NA,12
4689,209,482,58,11,5,12,"R",0,61,NA,NA,NA,NA,NA,NA,NA,22
4690,209,481,123,22,17,13,"R",0,59,NA,NA,NA,NA,NA,NA,NA,6
4691,209,490,34,4,7,14,"R",0,59,NA,NA,NA,NA,NA,NA,NA,47
4692,209,427,117,18,3,15,"R",0,49,NA,NA,NA,NA,NA,NA,NA,5
4693,209,474,7,10,9,16,"R",0,20,NA,NA,NA,NA,NA,NA,NA,5
4694,209,469,122,20,14,17,"R",0,11,NA,NA,NA,NA,NA,NA,NA,67
4695,209,300,83,1,16,18,"R",0,11,NA,NA,NA,NA,NA,NA,NA,48
4696,209,491,58,12,20,19,"D",0,8,NA,NA,NA,NA,NA,NA,NA,2
4697,209,478,34,5,18,20,"R",0,1,NA,NA,NA,NA,NA,NA,NA,44
4698,209,486,34,6,21,21,"R",0,1,NA,NA,NA,NA,NA,NA,NA,3
4699,209,404,111,16,12,22,"W",0,0,NA,NA,NA,NA,NA,NA,NA,53
4700,210,438,117,12,5,1,"1",9,79,"01:45:49.100",6349100,NA,NA,NA,NA,NA,1
4701,210,482,58,8,3,2,"2",6,79,"01:46:03.200",6363200,NA,NA,NA,NA,NA,1
4702,210,427,117,14,12,3,"3",4,79,"01:46:14.900",6374900,NA,NA,NA,NA,NA,1
4703,210,474,7,7,6,4,"4",3,79,"01:46:27.599",6387600,NA,NA,NA,NA,NA,1
4704,210,484,119,3,9,5,"5",2,79,"01:46:38.099",6398100,NA,NA,NA,NA,NA,1
4705,210,300,83,19,14,6,"6",1,78,NA,NA,NA,NA,NA,NA,NA,11
4706,210,494,119,4,21,7,"7",0,78,NA,NA,NA,NA,NA,NA,NA,11
4707,210,464,7,5,7,8,"8",0,78,NA,NA,NA,NA,NA,NA,NA,11
4708,210,481,123,2,8,9,"9",0,78,NA,NA,NA,NA,NA,NA,NA,11
4709,210,491,58,9,19,10,"10",0,78,NA,NA,NA,NA,NA,NA,NA,11
4710,210,468,119,21,22,11,"11",0,78,NA,NA,NA,NA,NA,NA,NA,11
4711,210,485,7,6,2,12,"12",0,77,NA,NA,NA,NA,NA,NA,NA,12
4712,210,488,119,25,25,13,"13",0,77,NA,NA,NA,NA,NA,NA,NA,12
4713,210,496,34,24,23,14,"14",0,76,NA,NA,NA,NA,NA,NA,NA,13
4714,210,404,111,15,13,15,"15",0,76,NA,NA,NA,NA,NA,NA,NA,13
4715,210,384,122,27,26,16,"16",0,73,NA,NA,NA,NA,NA,NA,NA,20
4716,210,507,119,22,24,17,"17",0,73,NA,NA,NA,NA,NA,NA,NA,16
4717,210,502,34,23,16,18,"N",0,70,NA,NA,NA,NA,NA,NA,NA,60
4718,210,469,122,18,20,19,"N",0,69,NA,NA,NA,NA,NA,NA,NA,60
4719,210,478,34,11,18,20,"N",0,65,NA,NA,NA,NA,NA,NA,NA,60
4720,210,458,34,10,11,21,"R",0,61,NA,NA,NA,NA,NA,NA,NA,5
4721,210,443,123,1,1,22,"R",0,45,NA,NA,NA,NA,NA,NA,NA,6
4722,210,408,122,17,4,23,"R",0,28,NA,NA,NA,NA,NA,NA,NA,22
4723,210,510,83,20,15,24,"R",0,27,NA,NA,NA,NA,NA,NA,NA,67
4724,210,487,122,16,10,25,"R",0,9,NA,NA,NA,NA,NA,NA,NA,5
4725,210,434,58,26,17,26,"R",0,2,NA,NA,NA,NA,NA,NA,NA,48
4726,211,482,58,5,3,1,"1",9,90,"02:03:41.200",7421200,NA,NA,NA,NA,NA,1
4727,211,464,7,4,1,2,"2",6,90,"02:04:00.120",7440120,NA,NA,NA,NA,NA,1
4728,211,485,7,6,8,3,"3",4,89,NA,NA,NA,NA,NA,NA,NA,11
4729,211,469,122,26,13,4,"4",3,89,NA,NA,NA,NA,NA,NA,NA,11
4730,211,427,117,20,11,5,"5",2,89,NA,NA,NA,NA,NA,NA,NA,11
4731,211,507,119,29,16,6,"6",1,89,NA,NA,NA,NA,NA,NA,NA,11
4732,211,508,83,22,14,7,"7",0,88,NA,NA,NA,NA,NA,NA,NA,12
4733,211,487,122,12,18,8,"8",0,88,NA,NA,NA,NA,NA,NA,NA,12
4734,211,491,58,21,24,9,"9",0,87,NA,NA,NA,NA,NA,NA,NA,13
4735,211,300,83,18,23,10,"10",0,86,NA,NA,NA,NA,NA,NA,NA,14
4736,211,468,119,14,19,11,"11",0,86,NA,NA,NA,NA,NA,NA,NA,14
4737,211,443,123,1,4,12,"R",0,69,NA,NA,NA,NA,NA,NA,NA,3
4738,211,404,111,9,6,13,"R",0,66,NA,NA,NA,NA,NA,NA,NA,6
4739,211,481,123,3,12,14,"R",0,65,NA,NA,NA,NA,NA,NA,NA,78
4740,211,478,34,8,21,15,"R",0,65,NA,NA,NA,NA,NA,NA,NA,5
4741,211,438,117,11,2,16,"R",0,48,NA,NA,NA,NA,NA,NA,NA,6
4742,211,502,34,25,20,17,"R",0,38,NA,NA,NA,NA,NA,NA,NA,5
4743,211,490,34,10,10,18,"R",0,24,NA,NA,NA,NA,NA,NA,NA,3
4744,211,474,7,7,5,19,"R",0,23,NA,NA,NA,NA,NA,NA,NA,51
4745,211,408,122,15,15,20,"R",0,20,NA,NA,NA,NA,NA,NA,NA,10
4746,211,484,119,2,9,21,"R",0,16,NA,NA,NA,NA,NA,NA,NA,93
4747,211,488,119,16,17,22,"R",0,15,NA,NA,NA,NA,NA,NA,NA,3
4748,211,458,34,19,7,23,"R",0,9,NA,NA,NA,NA,NA,NA,NA,6
4749,211,494,119,24,25,24,"R",0,7,NA,NA,NA,NA,NA,NA,NA,24
4750,211,486,34,28,22,25,"R",0,6,NA,NA,NA,NA,NA,NA,NA,3
4751,211,498,119,23,0,26,"F",0,0,NA,NA,NA,NA,NA,NA,NA,79
4752,212,458,34,17,4,1,"1",9,80,"02:26:55.300",8815300,NA,NA,NA,NA,NA,1
4753,212,464,7,6,2,2,"2",6,80,"02:27:33.500",8853500,NA,NA,NA,NA,NA,1
4754,212,482,58,8,1,3,"3",4,79,NA,NA,NA,NA,NA,NA,NA,11
4755,212,443,123,1,8,4,"4",3,78,NA,NA,NA,NA,NA,NA,NA,12
4756,212,465,117,15,10,5,"5",2,77,NA,NA,NA,NA,NA,NA,NA,13
4757,212,404,111,16,6,6,"6",1,77,NA,NA,NA,NA,NA,NA,NA,13
4758,212,469,122,12,18,7,"7",0,77,NA,NA,NA,NA,NA,NA,NA,13
4759,212,496,34,26,17,8,"8",0,77,NA,NA,NA,NA,NA,NA,NA,13
4760,212,508,83,21,21,9,"9",0,77,NA,NA,NA,NA,NA,NA,NA,13
4761,212,488,119,27,25,10,"10",0,77,NA,NA,NA,NA,NA,NA,NA,13
4762,212,484,119,3,15,11,"11",0,76,NA,NA,NA,NA,NA,NA,NA,14
4763,212,300,83,20,20,12,"12",0,76,NA,NA,NA,NA,NA,NA,NA,14
4764,212,498,119,5,23,13,"13",0,76,NA,NA,NA,NA,NA,NA,NA,14
4765,212,491,58,9,14,14,"14",0,75,NA,NA,NA,NA,NA,NA,NA,15
4766,212,438,117,14,7,15,"15",0,74,NA,NA,NA,NA,NA,NA,NA,16
4767,212,494,119,4,22,16,"16",0,74,NA,NA,NA,NA,NA,NA,NA,16
4768,212,507,119,23,24,17,"17",0,72,NA,NA,NA,NA,NA,NA,NA,18
4769,212,481,123,2,12,18,"N",0,70,NA,NA,NA,NA,NA,NA,NA,60
4770,212,468,119,22,9,19,"R",0,58,NA,NA,NA,NA,NA,NA,NA,3
4771,212,485,7,7,3,20,"R",0,51,NA,NA,NA,NA,NA,NA,NA,3
4772,212,408,122,11,11,21,"R",0,48,NA,NA,NA,NA,NA,NA,NA,3
4773,212,502,34,19,20,22,"R",0,47,NA,NA,NA,NA,NA,NA,NA,3
4774,212,487,122,10,13,23,"R",0,31,NA,NA,NA,NA,NA,NA,NA,3
4775,212,478,34,18,5,24,"R",0,27,NA,NA,NA,NA,NA,NA,NA,3
4776,212,490,34,28,16,25,"R",0,16,NA,NA,NA,NA,NA,NA,NA,5
4777,213,482,58,32,1,1,"1",9,85,"01:44:07.300",6247300,NA,NA,NA,NA,NA,1
4778,213,481,123,8,5,2,"2",6,85,"01:44:33.900",6273900,NA,NA,NA,NA,NA,1
4779,213,438,117,9,3,3,"3",4,85,"01:45:05.400",6305400,NA,NA,NA,NA,NA,1
4780,213,408,122,34,8,4,"4",3,85,"01:45:19.300",6319300,NA,NA,NA,NA,NA,1
4781,213,507,119,16,11,5,"5",2,84,NA,NA,NA,NA,NA,NA,NA,11
4782,213,404,111,5,13,6,"6",1,84,NA,NA,NA,NA,NA,NA,NA,11
4783,213,427,117,10,7,7,"7",0,83,NA,NA,NA,NA,NA,NA,NA,12
4784,213,502,34,25,15,8,"8",0,83,NA,NA,NA,NA,NA,NA,NA,12
4785,213,484,119,11,14,9,"9",0,83,NA,NA,NA,NA,NA,NA,NA,12
4786,213,496,34,27,23,10,"10",0,83,NA,NA,NA,NA,NA,NA,NA,12
4787,213,488,119,6,20,11,"11",0,83,NA,NA,NA,NA,NA,NA,NA,12
4788,213,494,119,12,25,12,"12",0,82,NA,NA,NA,NA,NA,NA,NA,13
4789,213,510,83,19,9,13,"13",0,81,NA,NA,NA,NA,NA,NA,NA,14
4790,213,491,58,33,12,14,"14",0,79,NA,NA,NA,NA,NA,NA,NA,16
4791,213,300,83,17,16,15,"R",0,73,NA,NA,NA,NA,NA,NA,NA,22
4792,213,468,119,15,19,16,"N",0,59,NA,NA,NA,NA,NA,NA,NA,60
4793,213,485,7,30,2,17,"R",0,57,NA,NA,NA,NA,NA,NA,NA,3
4794,213,469,122,36,10,18,"R",0,55,NA,NA,NA,NA,NA,NA,NA,5
4795,213,483,127,22,24,19,"R",0,54,NA,NA,NA,NA,NA,NA,NA,3
4796,213,464,7,29,4,20,"R",0,47,NA,NA,NA,NA,NA,NA,NA,96
4797,213,498,119,14,22,21,"R",0,31,NA,NA,NA,NA,NA,NA,NA,84
4798,213,508,83,18,18,22,"R",0,28,NA,NA,NA,NA,NA,NA,NA,6
4799,213,478,34,24,17,23,"R",0,27,NA,NA,NA,NA,NA,NA,NA,48
4800,213,458,34,23,6,24,"R",0,15,NA,NA,NA,NA,NA,NA,NA,25
4801,213,487,122,35,21,25,"R",0,11,NA,NA,NA,NA,NA,NA,NA,25
4802,214,443,123,4,3,1,"1",9,38,"01:52:22.500",6742500,NA,NA,NA,NA,NA,1
4803,214,482,58,1,8,2,"2",6,38,"01:52:50.200",6770200,NA,NA,NA,NA,NA,1
4804,214,404,111,9,1,3,"3",4,38,"01:52:54.400",6774400,NA,NA,NA,NA,NA,1
4805,214,481,123,7,7,4,"4",3,38,"01:53:11.799",6791800,NA,NA,NA,NA,NA,1
4806,214,484,119,12,9,5,"5",2,38,"01:53:19.299",6799300,NA,NA,NA,NA,NA,1
4807,214,408,122,26,10,6,"6",1,38,"01:53:58.600",6838600,NA,NA,NA,NA,NA,1
4808,214,438,117,2,2,7,"7",0,38,"01:54:10.599",6850600,NA,NA,NA,NA,NA,1
4809,214,508,83,19,14,8,"8",0,38,"01:54:47.600",6887600,NA,NA,NA,NA,NA,1
4810,214,465,117,11,13,9,"9",0,38,"01:55:18.000",6918000,NA,NA,NA,NA,NA,1
4811,214,300,83,18,20,10,"10",0,38,"01:55:22.000",6922000,NA,NA,NA,NA,NA,1
4812,214,464,7,3,4,11,"11",0,37,NA,NA,NA,NA,NA,NA,NA,11
4813,214,510,83,20,17,12,"12",0,37,NA,NA,NA,NA,NA,NA,NA,11
4814,214,483,7,30,19,13,"13",0,37,NA,NA,NA,NA,NA,NA,NA,11
4815,214,469,122,28,12,14,"14",0,37,NA,NA,NA,NA,NA,NA,NA,11
4816,214,458,34,5,24,15,"15",0,37,NA,NA,NA,NA,NA,NA,NA,11
4817,214,488,119,10,15,16,"16",0,37,NA,NA,NA,NA,NA,NA,NA,11
4818,214,487,122,27,5,17,"17",0,36,NA,NA,NA,NA,NA,NA,NA,12
4819,214,491,58,6,22,18,"18",0,34,NA,NA,NA,NA,NA,NA,NA,84
4820,214,498,119,15,23,19,"19",0,33,NA,NA,NA,NA,NA,NA,NA,58
4821,214,509,123,8,16,20,"N",0,33,NA,NA,NA,NA,NA,NA,NA,60
4822,214,490,34,24,18,21,"R",0,25,NA,NA,NA,NA,NA,NA,NA,6
4823,214,507,119,17,11,22,"R",0,18,NA,NA,NA,NA,NA,NA,NA,5
4824,214,496,34,25,6,23,"R",0,8,NA,NA,NA,NA,NA,NA,NA,105
4825,214,494,119,14,21,24,"R",0,4,NA,NA,NA,NA,NA,NA,NA,84
4826,214,434,58,29,0,25,"F",0,0,NA,NA,NA,NA,NA,NA,NA,79
4827,215,482,58,8,2,1,"1",9,76,"01:47:50.200",6470200,NA,NA,NA,NA,NA,1
4828,215,443,123,1,4,2,"2",6,76,"01:47:54.300",6474300,NA,NA,NA,NA,NA,1
4829,215,427,117,19,3,3,"3",4,76,"01:49:02.700",6542700,NA,NA,NA,NA,NA,1
4830,215,404,111,17,17,4,"4",3,75,NA,NA,NA,NA,NA,NA,NA,11
4831,215,438,117,18,11,5,"5",2,75,NA,NA,NA,NA,NA,NA,NA,11
4832,215,505,7,6,9,6,"6",1,75,NA,NA,NA,NA,NA,NA,NA,11
4833,215,484,119,3,8,7,"7",0,74,NA,NA,NA,NA,NA,NA,NA,20
4834,215,510,83,27,10,8,"8",0,73,NA,NA,NA,NA,NA,NA,NA,13
4835,215,494,119,4,19,9,"9",0,73,NA,NA,NA,NA,NA,NA,NA,13
4836,215,488,119,33,25,10,"10",0,71,NA,NA,NA,NA,NA,NA,NA,15
4837,215,458,34,11,6,11,"11",0,70,NA,NA,NA,NA,NA,NA,NA,16
4838,215,508,83,28,22,12,"12",0,69,NA,NA,NA,NA,NA,NA,NA,22
4839,215,498,119,31,23,13,"13",0,69,NA,NA,NA,NA,NA,NA,NA,17
4840,215,487,122,22,5,14,"R",0,64,NA,NA,NA,NA,NA,NA,NA,22
4841,215,481,123,2,12,15,"R",0,60,NA,NA,NA,NA,NA,NA,NA,20
4842,215,491,58,9,15,16,"R",0,59,NA,NA,NA,NA,NA,NA,NA,22
4843,215,464,7,5,1,17,"R",0,49,NA,NA,NA,NA,NA,NA,NA,51
4844,215,300,83,26,21,18,"R",0,47,NA,NA,NA,NA,NA,NA,NA,20
4845,215,507,119,25,13,19,"R",0,39,NA,NA,NA,NA,NA,NA,NA,24
4846,215,450,34,14,14,20,"R",0,36,NA,NA,NA,NA,NA,NA,NA,22
4847,215,408,122,21,7,21,"R",0,31,NA,NA,NA,NA,NA,NA,NA,6
4848,215,434,58,29,24,22,"R",0,21,NA,NA,NA,NA,NA,NA,NA,6
4849,215,483,127,30,18,23,"R",0,9,NA,NA,NA,NA,NA,NA,NA,20
4850,215,468,128,24,26,24,"R",0,7,NA,NA,NA,NA,NA,NA,NA,3
4851,215,478,34,12,16,25,"R",0,5,NA,NA,NA,NA,NA,NA,NA,5
4852,215,469,122,23,20,26,"R",0,3,NA,NA,NA,NA,NA,NA,NA,3
4853,216,464,7,4,1,1,"1",9,14,"01:42:12.300",6132300,NA,NA,NA,NA,NA,1
4854,216,485,7,9,7,2,"2",6,14,"01:43:00.599",6180600,NA,NA,NA,NA,NA,1
4855,216,484,119,10,4,3,"3",4,14,"01:43:19.000",6199000,NA,NA,NA,NA,NA,1
4856,216,502,34,17,18,4,"4",3,14,"01:44:32.500",6272500,NA,NA,NA,NA,NA,1
4857,216,465,117,5,19,5,"5",2,14,"01:44:48.000",6288000,NA,NA,NA,NA,NA,1
4858,216,300,83,11,15,6,"6",1,14,"01:45:11.900",6311900,NA,NA,NA,NA,NA,1
4859,216,508,83,26,21,7,"7",0,14,"01:45:12.400",6312400,NA,NA,NA,NA,NA,1
4860,216,498,119,28,27,8,"8",0,14,"01:47:23.000",6443000,NA,NA,NA,NA,NA,1
4861,216,458,34,6,13,9,"9",0,14,"01:47:32.500",6452500,NA,NA,NA,NA,NA,1
4862,216,481,123,7,5,10,"10",0,14,"01:47:56.000",6476000,NA,NA,NA,NA,NA,1
4863,216,443,123,1,2,11,"11",0,13,NA,NA,NA,NA,NA,NA,NA,4
4864,216,505,7,19,22,12,"12",0,13,NA,NA,NA,NA,NA,NA,NA,11
4865,216,469,122,16,20,13,"13",0,13,NA,NA,NA,NA,NA,NA,NA,11
4866,216,487,122,15,12,14,"14",0,13,NA,NA,NA,NA,NA,NA,NA,11
4867,216,404,111,8,8,15,"15",0,13,NA,NA,NA,NA,NA,NA,NA,11
4868,216,507,119,21,11,16,"N",0,11,NA,NA,NA,NA,NA,NA,NA,60
4869,216,482,58,2,3,17,"R",0,10,NA,NA,NA,NA,NA,NA,NA,6
4870,216,468,119,20,9,18,"R",0,10,NA,NA,NA,NA,NA,NA,NA,3
4871,216,438,117,3,10,19,"R",0,8,NA,NA,NA,NA,NA,NA,NA,5
4872,216,408,122,14,16,20,"R",0,8,NA,NA,NA,NA,NA,NA,NA,22
4873,216,510,83,12,6,21,"R",0,6,NA,NA,NA,NA,NA,NA,NA,24
4874,216,488,119,22,14,22,"R",0,6,NA,NA,NA,NA,NA,NA,NA,10
4875,216,491,58,25,23,23,"R",0,6,NA,NA,NA,NA,NA,NA,NA,44
4876,216,494,119,23,24,24,"R",0,4,NA,NA,NA,NA,NA,NA,NA,44
4877,216,470,127,27,25,25,"R",0,4,NA,NA,NA,NA,NA,NA,NA,5
4878,216,434,58,29,26,26,"R",0,4,NA,NA,NA,NA,NA,NA,NA,66
4879,216,490,34,18,17,27,"R",0,3,NA,NA,NA,NA,NA,NA,NA,5
4880,217,482,58,31,1,1,"1",9,54,"01:29:16.660",5356660,NA,NA,NA,NA,NA,1
4881,217,438,117,12,7,2,"2",6,54,"01:29:17.840",5357840,NA,NA,NA,NA,NA,1
4882,217,427,117,14,4,3,"3",4,54,"01:29:53.190",5393190,NA,NA,NA,NA,NA,1
4883,217,408,122,25,12,4,"4",3,54,"01:30:01.420",5401420,NA,NA,NA,NA,NA,1
4884,217,404,111,10,6,5,"5",2,54,"01:30:02.299",5402300,NA,NA,NA,NA,NA,1
4885,217,502,34,9,10,6,"6",1,54,"01:30:17.850",5417850,NA,NA,NA,NA,NA,1
4886,217,443,123,1,3,7,"7",0,54,"01:30:25.750",5425750,NA,NA,NA,NA,NA,1
4887,217,458,34,7,21,8,"8",0,54,"01:30:38.110",5438110,NA,NA,NA,NA,NA,1
4888,217,481,123,2,20,9,"9",0,53,NA,NA,NA,NA,NA,NA,NA,11
4889,217,494,119,4,22,10,"10",0,53,NA,NA,NA,NA,NA,NA,NA,11
4890,217,487,122,24,8,11,"11",0,52,NA,NA,NA,NA,NA,NA,NA,12
4891,217,484,119,5,11,12,"12",0,52,NA,NA,NA,NA,NA,NA,NA,12
4892,217,478,34,6,16,13,"13",0,51,NA,NA,NA,NA,NA,NA,NA,13
4893,217,469,122,11,13,14,"14",0,51,NA,NA,NA,NA,NA,NA,NA,13
4894,217,488,119,27,17,15,"R",0,48,NA,NA,NA,NA,NA,NA,NA,5
4895,217,507,119,23,18,16,"N",0,46,NA,NA,NA,NA,NA,NA,NA,60
4896,217,483,127,15,23,17,"R",0,45,NA,NA,NA,NA,NA,NA,NA,44
4897,217,300,83,16,14,18,"R",0,36,NA,NA,NA,NA,NA,NA,NA,96
4898,217,508,83,28,15,19,"R",0,31,NA,NA,NA,NA,NA,NA,NA,23
4899,217,498,119,3,24,20,"R",0,24,NA,NA,NA,NA,NA,NA,NA,67
4900,217,506,129,29,25,21,"R",0,22,NA,NA,NA,NA,NA,NA,NA,22
4901,217,464,7,18,9,22,"R",0,20,NA,NA,NA,NA,NA,NA,NA,67
4902,217,510,83,17,5,23,"R",0,14,NA,NA,NA,NA,NA,NA,NA,96
4903,217,485,7,19,2,24,"R",0,13,NA,NA,NA,NA,NA,NA,NA,67
4904,217,491,58,21,19,25,"R",0,6,NA,NA,NA,NA,NA,NA,NA,5
4905,218,482,58,6,4,1,"1",9,55,"01:29:58.400",5398400,NA,NA,NA,NA,NA,1
4906,218,408,122,10,9,2,"2",6,55,"01:30:12.900",5412900,NA,NA,NA,NA,NA,1
4907,218,438,117,14,5,3,"3",4,55,"01:30:22.200",5422200,NA,NA,NA,NA,NA,1
4908,218,427,117,15,8,4,"4",3,55,"01:30:34.099",5434100,NA,NA,NA,NA,NA,1
4909,218,300,83,28,13,5,"5",2,55,"01:31:04.000",5464000,NA,NA,NA,NA,NA,1
4910,218,478,34,23,12,6,"6",1,55,"01:31:20.299",5480300,NA,NA,NA,NA,NA,1
4911,218,474,7,3,7,7,"7",0,54,NA,NA,NA,NA,NA,NA,NA,11
4912,218,458,34,21,16,8,"8",0,54,NA,NA,NA,NA,NA,NA,NA,11
4913,218,484,119,19,24,9,"9",0,54,NA,NA,NA,NA,NA,NA,NA,11
4914,218,498,119,16,25,10,"10",0,54,NA,NA,NA,NA,NA,NA,NA,11
4915,218,502,34,22,17,11,"11",0,52,NA,NA,NA,NA,NA,NA,NA,13
4916,218,490,34,24,10,12,"12",0,51,NA,NA,NA,NA,NA,NA,NA,14
4917,218,494,119,18,20,13,"13",0,50,NA,NA,NA,NA,NA,NA,NA,15
4918,218,464,7,4,1,14,"R",0,46,NA,NA,NA,NA,NA,NA,NA,10
4919,218,404,111,20,2,15,"R",0,38,NA,NA,NA,NA,NA,NA,NA,23
4920,218,469,122,9,21,16,"R",0,33,NA,NA,NA,NA,NA,NA,NA,23
4921,218,508,83,29,19,17,"R",0,20,NA,NA,NA,NA,NA,NA,NA,22
4922,218,345,122,7,22,18,"R",0,20,NA,NA,NA,NA,NA,NA,NA,67
4923,218,487,122,8,15,19,"R",0,20,NA,NA,NA,NA,NA,NA,NA,20
4924,218,485,7,5,4,20,"R",0,16,NA,NA,NA,NA,NA,NA,NA,4
4925,218,507,119,26,18,21,"R",0,15,NA,NA,NA,NA,NA,NA,NA,4
4926,218,510,83,30,11,22,"R",0,14,NA,NA,NA,NA,NA,NA,NA,22
4927,218,481,123,2,14,23,"R",0,14,NA,NA,NA,NA,NA,NA,NA,5
4928,218,483,127,11,23,24,"R",0,6,NA,NA,NA,NA,NA,NA,NA,5
4929,218,443,123,1,3,25,"R",0,0,NA,NA,NA,NA,NA,NA,NA,8
4930,218,468,119,25,0,26,"F",0,0,NA,NA,NA,NA,NA,NA,NA,79
4931,218,470,127,12,0,27,"F",0,0,NA,NA,NA,NA,NA,NA,NA,79
4932,219,443,123,1,5,1,"1",9,80,"01:43:17.100",6197100,NA,NA,NA,NA,NA,1
4933,219,427,117,19,1,2,"2",6,80,"01:44:05.300",6245300,NA,NA,NA,NA,NA,1
4934,219,438,117,18,2,3,"3",4,80,"01:44:11.700",6251700,NA,NA,NA,NA,NA,1
4935,219,510,83,8,9,4,"4",3,80,"01:44:17.800",6257800,NA,NA,NA,NA,NA,1
4936,219,485,7,11,7,5,"5",2,80,"01:44:24.100",6264100,NA,NA,NA,NA,NA,1
4937,219,404,111,4,10,6,"6",1,79,NA,NA,NA,NA,NA,NA,NA,11
4938,219,487,122,22,13,7,"7",0,79,NA,NA,NA,NA,NA,NA,NA,11
4939,219,300,83,7,17,8,"8",0,79,NA,NA,NA,NA,NA,NA,NA,11
4940,219,507,119,29,18,9,"9",0,78,NA,NA,NA,NA,NA,NA,NA,58
4941,219,502,34,15,14,10,"10",0,78,NA,NA,NA,NA,NA,NA,NA,12
4942,219,482,58,5,4,11,"11",0,78,NA,NA,NA,NA,NA,NA,NA,12
4943,219,464,7,10,8,12,"12",0,76,NA,NA,NA,NA,NA,NA,NA,14
4944,219,468,119,28,21,13,"13",0,73,NA,NA,NA,NA,NA,NA,NA,17
4945,219,490,58,6,16,14,"R",0,65,NA,NA,NA,NA,NA,NA,NA,5
4946,219,494,119,26,19,15,"D",0,64,NA,NA,NA,NA,NA,NA,NA,2
4947,219,484,119,25,3,16,"D",0,61,NA,NA,NA,NA,NA,NA,NA,4
4948,219,498,119,27,24,17,"N",0,59,NA,NA,NA,NA,NA,NA,NA,60
4949,219,481,123,2,6,18,"R",0,51,NA,NA,NA,NA,NA,NA,NA,6
4950,219,478,34,16,12,19,"R",0,25,NA,NA,NA,NA,NA,NA,NA,22
4951,219,497,119,33,22,20,"N",0,24,NA,NA,NA,NA,NA,NA,NA,60
4952,219,458,34,14,20,21,"R",0,21,NA,NA,NA,NA,NA,NA,NA,44
4953,219,471,34,17,23,22,"R",0,20,NA,NA,NA,NA,NA,NA,NA,20
4954,219,508,83,9,11,23,"R",0,5,NA,NA,NA,NA,NA,NA,NA,6
4955,219,469,122,23,15,24,"R",0,2,NA,NA,NA,NA,NA,NA,NA,6
4956,220,443,123,1,1,1,"1",9,59,"01:41:45.354",6105354,NA,NA,NA,NA,NA,1
