"result_ID","race_ID","driver_ID","constructor_ID","number","grid","position","position_Text","points","laps","time","milliseconds","fastest_Lap","rank","fastest_Lap_Time","fastest_Lap_Speed","fastest_Lap_Speed_Units","status_ID"
1,1,67,1,2,1,1,"1",9,70,"02:13:23.600",8003600,NA,NA,NA,NA,NA,1
2,1,65,1,3,2,2,"2",6,70,"02:13:26.200",8006200,NA,NA,NA,NA,NA,1
3,1,40,1,4,4,3,"3",4,70,"02:14:15.599",8055600,NA,NA,NA,NA,NA,1
4,1,52,5,14,6,4,"4",3,68,NA,NA,NA,NA,NA,NA,NA,12
5,1,44,5,15,9,5,"5",2,68,NA,NA,NA,NA,NA,NA,NA,12
6,1,26,3,12,13,6,"6",0,67,NA,NA,NA,NA,NA,NA,NA,13
7,1,33,3,11,15,7,"7",0,67,NA,NA,NA,NA,NA,NA,NA,13
8,1,64,5,16,14,8,"8",0,65,NA,NA,NA,NA,NA,NA,NA,15
9,1,31,4,6,16,9,"9",0,64,NA,NA,NA,NA,NA,NA,NA,16
10,1,71,4,10,20,10,"10",0,64,NA,NA,NA,NA,NA,NA,NA,16
11,1,50,4,10,20,10,"10",0,64,NA,NA,NA,NA,NA,NA,NA,16
12,1,57,5,18,21,11,"11",0,64,NA,NA,NA,NA,NA,NA,NA,16
13,1,66,1,1,3,12,"R",0,62,NA,NA,NA,NA,NA,NA,NA,44
14,1,9,2,23,19,13,"N",0,57,NA,NA,NA,NA,NA,NA,NA,60
15,1,22,4,21,5,14,"R",0,49,NA,NA,NA,NA,NA,NA,NA,58
16,1,74,4,5,18,15,"R",0,44,NA,NA,NA,NA,NA,NA,NA,5
17,1,59,2,24,17,16,"R",0,43,NA,NA,NA,NA,NA,NA,NA,7
18,1,28,4,20,8,17,"R",0,36,NA,NA,NA,NA,NA,NA,NA,5
19,1,55,4,19,11,18,"R",0,26,NA,NA,NA,NA,NA,NA,NA,8
20,1,15,5,17,7,19,"R",0,8,NA,NA,NA,NA,NA,NA,NA,51
21,1,78,3,9,10,20,"R",0,5,NA,NA,NA,NA,NA,NA,NA,6
22,1,42,3,9,10,20,"R",0,5,NA,NA,NA,NA,NA,NA,NA,6
23,1,10,3,8,12,21,"R",0,2,NA,NA,NA,NA,NA,NA,NA,124
24,2,66,1,34,1,1,"1",9,100,"03:13:18.700",11598700,NA,NA,NA,NA,NA,1
25,2,18,7,40,7,2,"2",6,99,NA,NA,NA,NA,NA,NA,NA,11
26,2,55,4,48,8,3,"3",4,98,NA,NA,NA,NA,NA,NA,NA,12
27,2,51,7,42,9,4,"4",3,97,NA,NA,NA,NA,NA,NA,NA,13
28,2,22,4,50,15,5,"5",2,95,NA,NA,NA,NA,NA,NA,NA,15
29,2,26,3,26,16,6,"6",0,94,NA,NA,NA,NA,NA,NA,NA,16
30,2,57,5,6,19,7,"7",0,94,NA,NA,NA,NA,NA,NA,NA,16
31,2,3,7,38,6,8,"R",0,63,NA,NA,NA,NA,NA,NA,NA,107
32,2,64,5,14,4,9,"R",0,38,NA,NA,NA,NA,NA,NA,NA,44
33,2,27,4,2,3,10,"R",0,1,NA,NA,NA,NA,NA,NA,NA,3
34,2,67,1,32,2,11,"R",0,0,NA,NA,NA,NA,NA,NA,NA,3
35,2,65,1,36,5,12,"R",0,0,NA,NA,NA,NA,NA,NA,NA,3
36,2,44,5,16,10,13,"R",0,0,NA,NA,NA,NA,NA,NA,NA,3
37,2,14,8,10,11,14,"R",0,0,NA,NA,NA,NA,NA,NA,NA,3
38,2,28,4,52,12,15,"R",0,0,NA,NA,NA,NA,NA,NA,NA,3
39,2,2,8,12,13,16,"R",0,0,NA,NA,NA,NA,NA,NA,NA,3
40,2,33,3,24,14,17,"R",0,0,NA,NA,NA,NA,NA,NA,NA,3
41,2,41,4,44,17,18,"R",0,0,NA,NA,NA,NA,NA,NA,NA,3
42,2,47,6,8,20,19,"R",0,0,NA,NA,NA,NA,NA,NA,NA,4
43,2,7,7,28,21,20,"W",0,0,NA,NA,NA,NA,NA,NA,NA,5
44,2,79,4,4,18,21,"W",0,0,NA,NA,NA,NA,NA,NA,NA,3
45,3,76,12,1,5,1,"1",9,138,"02:46:55.970",10015970,NA,NA,NA,NA,NA,1
46,3,36,10,3,10,2,"2",6,137,NA,NA,NA,NA,NA,NA,NA,11
47,3,43,10,31,3,3,"3",4,137,NA,NA,NA,NA,NA,NA,NA,11
48,3,29,12,54,12,4,"4",3,137,NA,NA,NA,NA,NA,NA,NA,11
49,3,56,12,17,9,5,"5",1,136,NA,NA,NA,NA,NA,NA,NA,12
50,3,20,12,17,9,5,"5",1,136,NA,NA,NA,NA,NA,NA,NA,12
51,3,4,16,8,23,6,"6",0,136,NA,NA,NA,NA,NA,NA,NA,12
52,3,68,12,98,1,7,"7",0,135,NA,NA,NA,NA,NA,NA,NA,13
53,3,25,14,5,4,8,"8",0,135,NA,NA,NA,NA,NA,NA,NA,13
54,3,77,17,7,19,9,"9",0,135,NA,NA,NA,NA,NA,NA,NA,13
55,3,69,12,59,11,10,"10",0,135,NA,NA,NA,NA,NA,NA,NA,13
56,3,70,15,2,16,11,"11",0,133,NA,NA,NA,NA,NA,NA,NA,15
57,3,60,21,18,13,12,"12",0,133,NA,NA,NA,NA,NA,NA,NA,15
58,3,35,12,15,26,13,"13",0,132,NA,NA,NA,NA,NA,NA,NA,16
59,3,73,12,49,6,14,"14",0,131,NA,NA,NA,NA,NA,NA,NA,20
60,3,45,14,55,24,15,"15",0,130,NA,NA,NA,NA,NA,NA,NA,18
61,3,34,13,75,31,16,"16",0,128,NA,NA,NA,NA,NA,NA,NA,86
62,3,61,11,22,27,17,"17",0,128,NA,NA,NA,NA,NA,NA,NA,86
63,3,72,12,62,33,18,"18",0,128,NA,NA,NA,NA,NA,NA,NA,86
64,3,5,12,4,20,19,"19",0,127,NA,NA,NA,NA,NA,NA,NA,45
65,3,6,4,21,14,20,"20",0,126,NA,NA,NA,NA,NA,NA,NA,54
66,3,38,12,81,15,21,"21",0,125,NA,NA,NA,NA,NA,NA,NA,52
67,3,16,19,27,29,22,"22",0,123,NA,NA,NA,NA,NA,NA,NA,110
68,3,37,18,77,30,23,"23",0,123,NA,NA,NA,NA,NA,NA,NA,20
69,3,39,23,76,28,24,"24",0,122,NA,NA,NA,NA,NA,NA,NA,114
70,3,19,4,12,21,25,"R",0,112,NA,NA,NA,NA,NA,NA,NA,68
71,3,48,20,67,22,26,"R",0,111,NA,NA,NA,NA,NA,NA,NA,7
72,3,53,9,24,17,27,"R",0,108,NA,NA,NA,NA,NA,NA,NA,51
73,3,12,9,24,17,27,"R",0,108,NA,NA,NA,NA,NA,NA,NA,51
74,3,17,12,28,2,28,"R",0,64,NA,NA,NA,NA,NA,NA,NA,44
75,3,8,12,61,32,29,"R",0,52,NA,NA,NA,NA,NA,NA,NA,124
76,3,32,12,23,25,30,"R",0,42,NA,NA,NA,NA,NA,NA,NA,51
77,3,20,10,14,8,31,"R",0,30,NA,NA,NA,NA,NA,NA,NA,65
78,3,62,22,45,18,32,"R",0,25,NA,NA,NA,NA,NA,NA,NA,83
79,3,63,12,69,7,33,"R",0,10,NA,NA,NA,NA,NA,NA,NA,44
80,4,67,1,16,2,1,"1",9,42,"02:02:53.700",7373700,NA,NA,NA,NA,NA,1
81,4,65,1,12,3,2,"2",6,42,"02:02:54.100",7374100,NA,NA,NA,NA,NA,1
82,4,44,5,10,10,3,"3",4,41,NA,NA,NA,NA,NA,NA,NA,11
83,4,22,4,30,8,4,"4",3,40,NA,NA,NA,NA,NA,NA,NA,12
84,4,23,4,34,12,5,"5",2,40,NA,NA,NA,NA,NA,NA,NA,12
85,4,28,4,32,11,6,"6",0,40,NA,NA,NA,NA,NA,NA,NA,12
86,4,75,4,2,15,7,"7",0,39,NA,NA,NA,NA,NA,NA,NA,13
87,4,47,5,44,18,8,"8",0,39,NA,NA,NA,NA,NA,NA,NA,13
88,4,55,4,26,16,9,"9",0,39,NA,NA,NA,NA,NA,NA,NA,13
89,4,57,5,4,14,10,"10",0,38,NA,NA,NA,NA,NA,NA,NA,14
90,4,24,4,40,17,11,"11",0,35,NA,NA,NA,NA,NA,NA,NA,17
91,4,66,1,14,1,12,"R",0,32,NA,NA,NA,NA,NA,NA,NA,5
92,4,64,5,42,6,13,"R",0,25,NA,NA,NA,NA,NA,NA,NA,6
93,4,15,5,8,9,14,"R",0,19,NA,NA,NA,NA,NA,NA,NA,3
94,4,51,7,20,13,15,"R",0,19,NA,NA,NA,NA,NA,NA,NA,22
95,4,3,7,22,4,16,"R",0,9,NA,NA,NA,NA,NA,NA,NA,5
96,4,18,7,18,5,17,"R",0,4,NA,NA,NA,NA,NA,NA,NA,92
97,4,52,5,6,7,18,"R",0,0,NA,NA,NA,NA,NA,NA,NA,3
98,5,66,1,10,2,1,"1",8,35,"02:47:26.000",10046000,NA,NA,NA,NA,NA,1
99,5,65,1,12,3,2,"2",6,35,"02:47:40.000",10060000,NA,NA,NA,NA,NA,1
100,5,44,5,14,8,3,"3",4,35,"02:49:45.000",10185000,NA,NA,NA,NA,NA,1
101,5,67,1,8,1,4,"4",4,35,"02:51:31.000",10291000,NA,NA,NA,NA,NA,1
102,5,18,7,4,7,5,"5",2,34,NA,NA,NA,NA,NA,NA,NA,11
103,5,3,7,2,4,6,"6",0,33,NA,NA,NA,NA,NA,NA,NA,12
104,5,11,5,22,10,7,"7",0,33,NA,NA,NA,NA,NA,NA,NA,12
105,5,57,5,24,14,8,"8",0,22,NA,NA,NA,NA,NA,NA,NA,13
106,5,59,2,26,12,9,"9",0,30,NA,NA,NA,NA,NA,NA,NA,15
107,5,24,4,30,11,10,"10",0,29,NA,NA,NA,NA,NA,NA,NA,16
108,5,54,5,20,13,11,"R",0,22,NA,NA,NA,NA,NA,NA,NA,106
109,5,51,5,6,5,12,"R",0,20,NA,NA,NA,NA,NA,NA,NA,51
110,5,64,5,16,6,13,"R",0,15,NA,NA,NA,NA,NA,NA,NA,25
111,5,52,5,18,9,14,"R",0,2,NA,NA,NA,NA,NA,NA,NA,106
112,6,66,1,6,1,1,"1",9,64,"02:57:52.800",10672800,NA,NA,NA,NA,NA,1
113,6,65,1,4,3,2,"2",6,64,"02:58:18.500",10698500,NA,NA,NA,NA,NA,1
114,6,7,7,14,18,3,"3",4,61,NA,NA,NA,NA,NA,NA,NA,13
115,6,14,8,44,12,4,"4",3,61,NA,NA,NA,NA,NA,NA,NA,13
116,6,54,5,16,4,5,"5",1,59,NA,NA,NA,NA,NA,NA,NA,15
117,6,64,5,16,4,5,"5",1,59,NA,NA,NA,NA,NA,NA,NA,15
118,6,44,5,26,15,6,"6",0,56,NA,NA,NA,NA,NA,NA,NA,18
119,6,81,5,26,15,6,"6",0,56,NA,NA,NA,NA,NA,NA,NA,18
120,6,67,1,2,2,7,"7",0,55,NA,NA,NA,NA,NA,NA,NA,48
121,6,52,5,18,5,8,"8",0,52,NA,NA,NA,NA,NA,NA,NA,54
122,6,11,5,22,9,9,"R",0,36,NA,NA,NA,NA,NA,NA,NA,5
123,6,23,4,40,10,10,"R",0,14,NA,NA,NA,NA,NA,NA,NA,5
124,6,57,5,42,14,11,"R",0,11,NA,NA,NA,NA,NA,NA,NA,25
125,6,44,5,20,6,12,"R",0,10,NA,NA,NA,NA,NA,NA,NA,25
126,6,40,4,32,11,13,"R",0,9,NA,NA,NA,NA,NA,NA,NA,5
127,6,41,4,28,7,14,"R",0,6,NA,NA,NA,NA,NA,NA,NA,5
128,6,55,4,30,13,15,"R",0,6,NA,NA,NA,NA,NA,NA,NA,5
129,6,31,4,34,17,16,"R",0,5,NA,NA,NA,NA,NA,NA,NA,5
130,6,51,5,12,16,17,"R",0,4,NA,NA,NA,NA,NA,NA,NA,25
131,6,27,4,36,8,18,"R",0,3,NA,NA,NA,NA,NA,NA,NA,5
132,7,67,1,10,3,1,"1",8,80,"02:51:17.400",10277400,NA,NA,NA,NA,NA,1
133,7,49,7,48,6,2,"2",3,80,"02:52:36.000",10356000,NA,NA,NA,NA,NA,1
134,7,18,7,48,6,2,"2",3,80,"02:52:36.000",NA,NA,NA,NA,NA,NA,1
135,7,65,1,36,5,3,"3",4,80,"02:52:53.000",10373000,NA,NA,NA,NA,NA,1
136,7,44,5,58,13,4,"4",3,75,NA,NA,NA,NA,NA,NA,NA,15
137,7,64,5,24,16,5,"5",2,75,NA,NA,NA,NA,NA,NA,NA,15
138,7,28,4,38,17,6,"6",0,72,NA,NA,NA,NA,NA,NA,NA,18
139,7,7,7,8,18,7,"7",0,72,NA,NA,NA,NA,NA,NA,NA,18
140,7,74,4,50,24,8,"R",0,56,NA,NA,NA,NA,NA,NA,NA,6
141,7,33,3,32,21,9,"R",0,51,NA,NA,NA,NA,NA,NA,NA,21
142,7,51,5,12,8,10,"R",0,48,NA,NA,NA,NA,NA,NA,NA,6
143,7,30,5,40,11,11,"R",0,42,NA,NA,NA,NA,NA,NA,NA,106
144,7,41,4,4,9,12,"R",0,39,NA,NA,NA,NA,NA,NA,NA,31
145,7,66,1,60,7,13,"R",0,34,NA,NA,NA,NA,NA,NA,NA,5
146,7,1,1,60,7,13,"R",0,34,NA,NA,NA,NA,NA,NA,NA,5
147,7,11,5,56,20,14,"R",0,29,NA,NA,NA,NA,NA,NA,NA,6
148,7,66,1,18,1,15,"R",1,23,NA,NA,NA,NA,NA,NA,NA,6
149,7,57,5,2,22,16,"R",0,22,NA,NA,NA,NA,NA,NA,NA,25
150,7,18,7,16,2,17,"R",0,21,NA,NA,NA,NA,NA,NA,NA,5
151,7,21,7,22,25,18,"R",0,17,NA,NA,NA,NA,NA,NA,NA,5
152,7,13,5,64,16,19,"R",0,16,NA,NA,NA,NA,NA,NA,NA,23
153,7,58,4,62,26,20,"R",0,15,NA,NA,NA,NA,NA,NA,NA,31
154,7,2,8,42,12,21,"R",0,13,NA,NA,NA,NA,NA,NA,NA,108
155,7,55,4,6,19,22,"R",0,13,NA,NA,NA,NA,NA,NA,NA,51
156,7,46,1,46,4,23,"R",0,11,NA,NA,NA,NA,NA,NA,NA,5
157,7,14,8,44,10,24,"R",0,7,NA,NA,NA,NA,NA,NA,NA,7
158,7,22,4,30,15,25,"R",0,1,NA,NA,NA,NA,NA,NA,NA,5
159,7,80,4,28,27,26,"R",0,0,NA,NA,NA,NA,NA,NA,NA,5
160,7,23,24,52,23,27,"W",0,0,NA,NA,NA,NA,NA,NA,NA,53
161,8,66,1,24,1,1,"1",9,42,"02:07:53.640",7673640,NA,NA,NA,NA,NA,1
162,8,1,7,44,6,2,"2",6,42,"02:08:48.879",7728880,NA,NA,NA,NA,NA,1
163,8,67,1,22,2,3,"3",4,42,"02:09:12.950",7752950,NA,NA,NA,NA,NA,1
164,8,46,1,28,4,4,"4",3,41,NA,NA,NA,NA,NA,NA,NA,11
165,8,28,1,26,5,5,"5",2,40,NA,NA,NA,NA,NA,NA,NA,12
166,8,18,7,20,7,6,"6",0,40,NA,NA,NA,NA,NA,NA,NA,12
167,8,55,4,30,19,7,"7",0,40,NA,NA,NA,NA,NA,NA,NA,12
168,8,83,25,14,14,8,"8",0,40,NA,NA,NA,NA,NA,NA,NA,12
169,8,44,5,8,8,9,"9",0,39,NA,NA,NA,NA,NA,NA,NA,13
170,8,64,5,4,12,10,"10",0,39,NA,NA,NA,NA,NA,NA,NA,13
171,8,102,7,38,10,11,"11",0,39,NA,NA,NA,NA,NA,NA,NA,13
172,8,47,4,32,17,12,"12",0,38,NA,NA,NA,NA,NA,NA,NA,14
173,8,57,5,2,18,13,"13",0,35,NA,NA,NA,NA,NA,NA,NA,17
174,8,30,5,40,21,14,"14",0,31,NA,NA,NA,NA,NA,NA,NA,45
175,8,7,7,16,9,15,"R",0,36,NA,NA,NA,NA,NA,NA,NA,3
176,8,13,5,10,11,16,"R",0,30,NA,NA,NA,NA,NA,NA,NA,3
177,8,87,25,12,20,17,"R",0,23,NA,NA,NA,NA,NA,NA,NA,119
178,8,52,5,6,15,18,"R",0,14,NA,NA,NA,NA,NA,NA,NA,78
179,8,3,7,18,3,19,"R",0,12,NA,NA,NA,NA,NA,NA,NA,3
180,8,27,5,42,13,20,"R",0,10,NA,NA,NA,NA,NA,NA,NA,92
181,8,109,26,52,16,21,"R",0,0,NA,NA,NA,NA,NA,NA,NA,67
182,9,4,12,99,2,1,"1",9,200,"03:57:38.050",14258050,NA,NA,NA,NA,NA,1
183,9,85,12,83,7,2,"2",6,200,"03:59:25.289",14365290,NA,NA,NA,NA,NA,1
184,9,73,12,9,3,3,"3",2,200,"04:01:38.050",14429440,NA,NA,NA,NA,NA,1
185,9,89,12,9,3,3,"3",2,200,"04:01:38.050",14429440,NA,NA,NA,NA,NA,1
186,9,98,32,57,31,4,"4",3,200,"04:02:18.169",14538170,NA,NA,NA,NA,NA,1
187,9,90,31,52,29,5,"5",2,200,"04:02:30.280",14550280,NA,NA,NA,NA,NA,1
188,9,19,16,1,17,6,"6",0,200,"04:03:18.069",14598070,NA,NA,NA,NA,NA,1
189,9,103,12,68,24,7,"7",0,193,NA,NA,NA,NA,NA,NA,NA,17
190,9,60,10,27,4,8,"8",0,180,NA,NA,NA,NA,NA,NA,NA,125
191,9,20,10,5,9,9,"R",0,178,NA,NA,NA,NA,NA,NA,NA,20
192,9,84,12,18,1,10,"R",0,151,NA,NA,NA,NA,NA,NA,NA,31
193,9,104,12,69,22,11,"R",0,142,NA,NA,NA,NA,NA,NA,NA,5
194,9,32,12,25,12,12,"R",0,135,NA,NA,NA,NA,NA,NA,NA,5
195,9,48,12,10,16,13,"R",0,129,NA,NA,NA,NA,NA,NA,NA,5
196,9,43,10,16,5,14,"R",0,126,NA,NA,NA,NA,NA,NA,NA,3
197,9,68,29,2,14,15,"R",0,123,NA,NA,NA,NA,NA,NA,NA,5
198,9,61,30,76,27,16,"R",0,110,NA,NA,NA,NA,NA,NA,NA,107
199,9,17,12,59,11,17,"R",0,109,NA,NA,NA,NA,NA,NA,NA,8
200,9,111,12,73,15,18,"R",0,93,NA,NA,NA,NA,NA,NA,NA,42
201,9,99,28,71,33,19,"R",0,97,NA,NA,NA,NA,NA,NA,NA,8
202,9,113,15,8,19,20,"R",0,93,NA,NA,NA,NA,NA,NA,NA,42
203,9,76,12,3,8,21,"R",0,87,NA,NA,NA,NA,NA,NA,NA,119
204,9,29,12,4,10,22,"R",0,80,NA,NA,NA,NA,NA,NA,NA,5
205,9,45,12,98,6,23,"R",0,78,NA,NA,NA,NA,NA,NA,NA,5
206,9,63,31,6,32,24,"R",0,73,NA,NA,NA,NA,NA,NA,NA,25
207,9,82,12,32,28,25,"R",0,56,NA,NA,NA,NA,NA,NA,NA,78
208,9,5,12,44,13,26,"R",0,55,NA,NA,NA,NA,NA,NA,NA,119
209,9,93,27,48,25,27,"R",0,34,NA,NA,NA,NA,NA,NA,NA,106
210,9,107,12,23,18,28,"R",0,30,NA,NA,NA,NA,NA,NA,NA,107
211,9,92,33,81,20,29,"R",0,29,NA,NA,NA,NA,NA,NA,NA,44
212,9,25,14,22,21,30,"R",0,29,NA,NA,NA,NA,NA,NA,NA,7
213,9,35,10,19,23,31,"R",0,18,NA,NA,NA,NA,NA,NA,NA,5
214,9,72,4,12,26,32,"R",0,15,NA,NA,NA,NA,NA,NA,NA,93
215,9,94,22,26,30,33,"R",0,8,NA,NA,NA,NA,NA,NA,NA,7
216,10,67,1,4,2,1,"1",8,36,"02:45:46.200",9946200,NA,NA,NA,NA,NA,1
217,10,18,7,8,4,2,"2",6,36,"02:48:37.200",10117200,NA,NA,NA,NA,NA,1
218,10,3,7,10,3,3,"3",4,36,"02:50:08.099",10208100,NA,NA,NA,NA,NA,1
219,10,44,5,14,7,4,"4",3,34,NA,NA,NA,NA,NA,NA,NA,12
220,10,52,5,22,8,5,"5",2,34,NA,NA,NA,NA,NA,NA,NA,12
221,10,88,5,24,12,6,"6",0,33,NA,NA,NA,NA,NA,NA,NA,13
222,10,57,5,16,11,7,"7",0,33,NA,NA,NA,NA,NA,NA,NA,13
223,10,11,5,26,13,8,"8",0,32,NA,NA,NA,NA,NA,NA,NA,14
224,10,66,1,2,1,9,"9",1,32,NA,NA,NA,NA,NA,NA,NA,14
225,10,55,5,18,9,10,"R",0,28,NA,NA,NA,NA,NA,NA,NA,5
226,10,46,1,6,6,11,"R",0,11,NA,NA,NA,NA,NA,NA,NA,21
227,10,1,7,12,5,12,"R",0,8,NA,NA,NA,NA,NA,NA,NA,7
228,10,64,5,20,10,13,"R",0,0,NA,NA,NA,NA,NA,NA,NA,7
229,11,65,1,8,7,1,"1",4,77,"03:22:11.000",12131000,NA,NA,NA,NA,NA,1
230,11,66,1,8,7,1,"1",5,77,"03:22:11.000",12131000,NA,NA,NA,NA,NA,1
231,11,18,7,14,6,2,"2",3,77,"03:25:34.000",12189200,NA,NA,NA,NA,NA,1
232,11,27,7,14,6,2,"2",3,77,"03:25:34.000",12189200,NA,NA,NA,NA,NA,1
233,11,3,7,10,4,3,"3",4,74,NA,NA,NA,NA,NA,NA,NA,13
234,11,40,7,26,9,4,"4",3,73,NA,NA,NA,NA,NA,NA,NA,14
235,11,67,1,2,2,5,"5",2,73,NA,NA,NA,NA,NA,NA,NA,14
236,11,55,5,42,8,6,"6",0,71,NA,NA,NA,NA,NA,NA,NA,16
237,11,52,5,46,11,7,"7",0,71,NA,NA,NA,NA,NA,NA,NA,16
238,11,54,5,44,14,8,"8",0,69,NA,NA,NA,NA,NA,NA,NA,18
239,11,30,5,48,19,9,"9",0,66,NA,NA,NA,NA,NA,NA,NA,45
240,11,46,1,6,5,10,"10",0,58,NA,NA,NA,NA,NA,NA,NA,122
241,11,65,1,24,1,11,"11",0,55,NA,NA,NA,NA,NA,NA,NA,113
242,11,66,1,24,1,11,"11",0,55,NA,NA,NA,NA,NA,NA,NA,113
243,11,57,5,28,12,12,"R",0,54,NA,NA,NA,NA,NA,NA,NA,3
244,11,44,5,40,13,13,"R",0,43,NA,NA,NA,NA,NA,NA,NA,7
245,11,64,5,38,10,14,"R",0,37,NA,NA,NA,NA,NA,NA,NA,5
246,11,106,8,36,17,15,"R",0,27,NA,NA,NA,NA,NA,NA,NA,5
247,11,47,4,20,22,16,"R",0,23,NA,NA,NA,NA,NA,NA,NA,25
248,11,2,8,32,18,17,"R",0,11,NA,NA,NA,NA,NA,NA,NA,5
249,11,18,7,12,3,18,"R",0,10,NA,NA,NA,NA,NA,NA,NA,6
250,11,112,8,34,21,19,"R",0,7,NA,NA,NA,NA,NA,NA,NA,5
251,11,14,8,30,23,20,"R",0,3,NA,NA,NA,NA,NA,NA,NA,5
252,11,100,4,50,15,21,"R",0,2,NA,NA,NA,NA,NA,NA,NA,5
253,11,28,4,18,16,22,"R",0,1,NA,NA,NA,NA,NA,NA,NA,7
254,11,7,7,24,20,23,"R",0,1,NA,NA,NA,NA,NA,NA,NA,5
255,12,27,7,12,1,1,"1",8,90,"02:42:18.200",9738200,NA,NA,NA,NA,NA,1
256,12,66,1,2,2,2,"2",6,90,"02:43:09.200",9789200,NA,NA,NA,NA,NA,1
257,12,3,7,10,5,3,"3",4,88,NA,NA,NA,NA,NA,NA,NA,12
258,12,23,1,4,7,4,"4",3,87,NA,NA,NA,NA,NA,NA,NA,13
259,12,40,34,6,20,5,"5",2,85,NA,NA,NA,NA,NA,NA,NA,15
260,12,46,1,3,6,6,"6",0,84,NA,NA,NA,NA,NA,NA,NA,16
261,12,78,34,7,19,7,"7",0,84,NA,NA,NA,NA,NA,NA,NA,16
262,12,50,3,9,12,8,"8",0,84,NA,NA,NA,NA,NA,NA,NA,16
263,12,7,7,14,8,9,"9",0,83,NA,NA,NA,NA,NA,NA,NA,17
264,12,44,5,22,9,10,"10",0,83,NA,NA,NA,NA,NA,NA,NA,17
265,12,26,3,8,10,11,"11",0,82,NA,NA,NA,NA,NA,NA,NA,18
266,12,101,5,18,11,12,"12",0,81,NA,NA,NA,NA,NA,NA,NA,19
267,12,57,5,25,14,13,"13",0,80,NA,NA,NA,NA,NA,NA,NA,86
268,12,67,1,1,3,14,"R",1,75,NA,NA,NA,NA,NA,NA,NA,8
269,12,9,2,5,18,15,"N",0,75,NA,NA,NA,NA,NA,NA,NA,60
270,12,18,7,11,4,16,"R",0,56,NA,NA,NA,NA,NA,NA,NA,6
271,12,86,4,17,16,17,"R",0,46,NA,NA,NA,NA,NA,NA,NA,44
272,12,74,4,15,15,18,"R",0,45,NA,NA,NA,NA,NA,NA,NA,5
273,12,55,5,23,13,19,"R",0,41,NA,NA,NA,NA,NA,NA,NA,23
274,12,95,4,16,17,20,"R",0,23,NA,NA,NA,NA,NA,NA,NA,21
275,13,18,7,71,1,1,"1",8,20,"03:23:03.300",12183300,NA,NA,NA,NA,NA,1
276,13,66,1,75,3,2,"2",7,20,"03:23:33.800",12213800,NA,NA,NA,NA,NA,1
277,13,27,7,74,2,3,"3",4,20,"03:27:42.300",12462300,NA,NA,NA,NA,NA,1
278,13,3,7,72,5,4,"4",3,20,"03:28:53.500",12533500,NA,NA,NA,NA,NA,1
279,13,1,7,73,6,5,"5",2,20,"03:30:52.400",12652400,NA,NA,NA,NA,NA,1
280,13,102,7,91,8,6,"6",0,19,NA,NA,NA,NA,NA,NA,NA,11
281,13,14,8,82,9,7,"7",0,19,NA,NA,NA,NA,NA,NA,NA,11
282,13,44,5,84,15,8,"8",0,19,NA,NA,NA,NA,NA,NA,NA,11
283,13,11,5,90,19,9,"9",0,18,NA,NA,NA,NA,NA,NA,NA,12
284,13,91,5,93,22,10,"10",0,18,NA,NA,NA,NA,NA,NA,NA,12
285,13,57,5,94,18,11,"11",0,17,NA,NA,NA,NA,NA,NA,NA,13
286,13,52,5,87,11,12,"R",0,17,NA,NA,NA,NA,NA,NA,NA,3
287,13,2,8,81,14,13,"R",0,13,NA,NA,NA,NA,NA,NA,NA,5
288,13,23,1,77,10,14,"R",0,12,NA,NA,NA,NA,NA,NA,NA,119
289,13,101,5,88,20,15,"R",0,12,NA,NA,NA,NA,NA,NA,NA,51
290,13,80,1,78,7,16,"R",0,11,NA,NA,NA,NA,NA,NA,NA,3
291,13,112,8,83,12,17,"R",0,11,NA,NA,NA,NA,NA,NA,NA,5
292,13,67,1,76,4,18,"R",0,8,NA,NA,NA,NA,NA,NA,NA,25
293,13,64,5,86,21,19,"R",0,4,NA,NA,NA,NA,NA,NA,NA,6
294,13,55,5,85,13,20,"R",0,3,NA,NA,NA,NA,NA,NA,NA,78
295,13,24,4,92,17,21,"R",0,3,NA,NA,NA,NA,NA,NA,NA,5
296,13,28,4,79,16,22,"R",0,2,NA,NA,NA,NA,NA,NA,NA,5
297,14,18,7,2,3,1,"1",8,80,"02:42:39.300",9759300,NA,NA,NA,NA,NA,1
298,14,27,7,6,4,2,"2",6,80,"02:43:03.899",9783900,NA,NA,NA,NA,NA,1
299,14,67,1,40,7,3,"3",3,79,NA,NA,NA,NA,NA,NA,NA,11
300,14,23,1,40,7,3,"3",2,79,NA,NA,NA,NA,NA,NA,NA,11
301,14,3,7,4,5,4,"4",3,79,NA,NA,NA,NA,NA,NA,NA,11
302,14,1,7,8,6,5,"5",2,78,NA,NA,NA,NA,NA,NA,NA,12
303,14,112,8,48,11,6,"6",0,74,NA,NA,NA,NA,NA,NA,NA,16
304,14,44,5,18,15,7,"7",0,73,NA,NA,NA,NA,NA,NA,NA,17
305,14,52,5,24,14,8,"8",0,72,NA,NA,NA,NA,NA,NA,NA,18
306,14,41,35,44,18,9,"9",0,67,NA,NA,NA,NA,NA,NA,NA,52
307,14,66,1,38,1,10,"R",0,39,NA,NA,NA,NA,NA,NA,NA,5
308,14,2,8,50,12,11,"R",0,29,NA,NA,NA,NA,NA,NA,NA,5
309,14,14,8,46,13,12,"R",0,29,NA,NA,NA,NA,NA,NA,NA,5
